oldcode,popall,incomeall,same_state_bornall,same_state_5yrsall,less_than_hsall,hsall,some_clgall,collegeall,grad_degreeall,workedall,pop18_24,income18_24,same_state_born18_24,same_state_5yrs18_24,less_than_hs18_24,hs18_24,some_clg18_24,college18_24,grad_degree18_24,worked18_24,pop25_34,income25_34,same_state_born25_34,same_state_5yrs25_34,less_than_hs25_34,hs25_34,some_clg25_34,college25_34,grad_degree25_34,worked25_34,pop35_54,income35_54,same_state_born35_54,same_state_5yrs35_54,less_than_hs35_54,hs35_54,some_clg35_54,college35_54,grad_degree35_54,worked35_54,pop55p,income55p,same_state_born55p,same_state_5yrs55p,less_than_hs55p,hs55p,some_clg55p,college55p,grad_degree55p,worked55p,pop18_24b,income18_24b,same_state_born18_24b,same_state_5yrs18_24b,less_than_hs18_24b,hs18_24b,some_clg18_24b,college18_24b,grad_degree18_24b,worked18_24b,pop25_34b,income25_34b,same_state_born25_34b,same_state_5yrs25_34b,less_than_hs25_34b,hs25_34b,some_clg25_34b,college25_34b,grad_degree25_34b,worked25_34b,pop35_54b,income35_54b,same_state_born35_54b,same_state_5yrs35_54b,less_than_hs35_54b,hs35_54b,some_clg35_54b,college35_54b,grad_degree35_54b,worked35_54b,pop55pb,income55pb,same_state_born55pb,same_state_5yrs55pb,less_than_hs55pb,hs55pb,some_clg55pb,college55pb,grad_degree55pb,worked55pb,pop18_24m,income18_24m,same_state_born18_24m,same_state_5yrs18_24m,less_than_hs18_24m,hs18_24m,some_clg18_24m,college18_24m,grad_degree18_24m,worked18_24m,pop25_34m,income25_34m,same_state_born25_34m,same_state_5yrs25_34m,less_than_hs25_34m,hs25_34m,some_clg25_34m,college25_34m,grad_degree25_34m,worked25_34m,pop35_54m,income35_54m,same_state_born35_54m,same_state_5yrs35_54m,less_than_hs35_54m,hs35_54m,some_clg35_54m,college35_54m,grad_degree35_54m,worked35_54m,pop55pm,income55pm,same_state_born55pm,same_state_5yrs55pm,less_than_hs55pm,hs55pm,some_clg55pm,college55pm,grad_degree55pm,worked55pm,pop18_24bm,income18_24bm,same_state_born18_24bm,same_state_5yrs18_24bm,less_than_hs18_24bm,hs18_24bm,some_clg18_24bm,college18_24bm,grad_degree18_24bm,worked18_24bm,pop25_34bm,income25_34bm,same_state_born25_34bm,same_state_5yrs25_34bm,less_than_hs25_34bm,hs25_34bm,some_clg25_34bm,college25_34bm,grad_degree25_34bm,worked25_34bm,pop35_54bm,income35_54bm,same_state_born35_54bm,same_state_5yrs35_54bm,less_than_hs35_54bm,hs35_54bm,some_clg35_54bm,college35_54bm,grad_degree35_54bm,worked35_54bm,pop55pbm,income55pbm,same_state_born55pbm,same_state_5yrs55pbm,less_than_hs55pbm,hs55pbm,some_clg55pbm,college55pbm,grad_degree55pbm,worked55pbm,pop60,povrate60,pct_urban_1960,pct_black_1960,_merge,state,hsplus18_24,hsplus25_34,hsplus35_54,hsplus55p,hsplus18_24b
5041,529481,27519.82,.3966016,.7495661,.1989646,.2124496,.312083,.1817157,.0947872,.6545259,59484,9588.781,.5355894,.6588998,.2331888,.2669794,.4027974,.0893854,.0076491,.6829231,124161,24893.59,.4480956,.5802144,.1293885,.1980976,.351157,.2377075,.0836495,.8207408,186303,37185.8,.3550453,.7733638,.1084899,.1787411,.3369403,.2279405,.1478881,.8218333,138389,28565.27,.3080664,.9015818,.2533872,.2735622,.2511182,.1367016,.0852308,.335807,3666,6538.744,.7618658,.6819422,.2975996,.292144,.3668849,.0433715,0,.5081833,6720,17648.854,.513244,.5556548,.1760417,.2653274,.4154762,.1151786,.0279762,.6322917,9107,25372.659,.240694,.7703964,.1375865,.2511255,.4030965,.1227627,.0854288,.759855,5606,16691.007,.0490546,.8870853,.4477346,.2431324,.2065644,.0579736,.0445951,.3551552,31199,10194.66,.5217155,.6638033,.2685663,.2760345,.3698837,.0766691,.0088464,.6897016,63419,29414.88,.449471,.5772087,.149277,.2056639,.3381006,.2160551,.0909034,.8725145,92650,51315.36,.3618672,.7525418,.1094981,.1537938,.3247491,.2292499,.1827091,.8993308,60564,44012.18,.3070636,.9076514,.2397959,.2244238,.2430156,.165709,.1270557,.4376692,2050,6645.0254,.7487805,.6770732,.3326829,.3004878,.3278049,.0390244,0,.4907317,3566,17959.159,.4966349,.5148626,.2321929,.2148065,.4340998,.0905777,.0283231,.6009535,4476,29046.095,.2730116,.7562556,.1673369,.2187221,.3858356,.1282395,.099866,.7466488,2636,22603.4,.0663885,.8763278,.4389226,.215478,.2382398,.0671472,.0402124,.3990895,444365,7.020627,97.6,2.4,3,5,.7591621,.7869621,.7436219,.661382,.7024004
36043,170560,19539.3,.7078096,.8351254,.2322819,.3443773,.2693598,.1103072,.0436738,.6307985,19251,9076.428,.8740845,.8342943,.1990027,.3658511,.3627344,.0701782,.0022337,.7289491,37510,19948.89,.8104772,.6990136,.0877899,.3541989,.3535324,.1629965,.0414823,.8055719,58734,27044.53,.6695781,.8588212,.1176661,.3564375,.3135152,.139289,.0730922,.8101951,46104,17599.26,.5723364,.9071013,.3636995,.37654,.1572749,.0687142,.0337715,.288001,233,5273.747,.7167382,.7167382,.2703863,.3733906,.3133047,.0257511,.0171674,.5879828,703,13861.644,.6458037,.6571835,.197724,.3556188,.3186344,.1052632,.0227596,.6358464,833,22048.018,.4537815,.8103241,.2184874,.3229292,.3073229,.1092437,.0420168,.6926771,611,21196.635,.2356792,.8772504,.507365,.2913257,.1358429,.0392799,.0261866,.4075286,9604,10205.22,.8673469,.8553728,.2275094,.368284,.3406914,.0620575,.0014577,.7392753,18629,26259.05,.8136239,.6975683,.0976971,.353159,.339417,.162918,.0468087,.8973643,28787,39942.83,.6734637,.839094,.1189078,.3157675,.3105221,.1601417,.0946608,.8975232,20119,26314.32,.5605646,.9152542,.3634375,.3125404,.1865401,.094289,.043193,.3831204,87,4745.6667,.5517241,.5517241,.4942529,.1149425,.3908046,0,0,.6551724,370,15098.243,.6621622,.6324325,.1945946,.3324324,.3432432,.1297297,0,.5837838,378,27931.81,.452381,.7698413,.2222222,.4021164,.2169312,.1031746,.0555556,.7645503,294,25090.184,.2244898,.8809524,.4829932,.3571429,.1054422,.0544218,0,.5408163,147644,7.213184,79.3,1.3,3,36,.7987637,.8707278,.8092417,.602529,.7124463
22011,507657,25596.21,.6889533,.7881818,.1545748,.2840303,.2537186,.1953445,.1123317,.6358309,65714,10414.81,.7328575,.7118879,.1175701,.2917491,.4206257,.1637703,.0062848,.6634203,111855,25862.12,.6768942,.5954763,.0509231,.2341692,.2838139,.3212552,.1098386,.8002056,164466,36106.11,.6462308,.8170443,.0742159,.2476256,.2632155,.2181545,.1967884,.8130069,144781,23783.8,.7071025,.9263025,.2254785,.3973104,.1799822,.1146076,.0826213,.3431251,1534,8229.767,.4289439,.3109518,.1460235,.3376793,.39309,.1179922,.0052151,.6538461,2556,17403.967,.3783255,.3090767,.1373239,.2100939,.3290297,.2179186,.1056338,.6044601,3058,32300.883,.3073905,.501308,.118705,.1863963,.2874428,.1821452,.2253107,.7854807,1386,20369.571,.4025974,.7698413,.2330447,.3145743,.2597403,.0642136,.1284271,.4610389,32139,10817.01,.7614425,.7568064,.1462087,.3181182,.3925449,.1376832,.0054451,.6303868,55268,31805.8,.6884273,.6077115,.0619889,.2607657,.2573279,.3049323,.1149852,.8520844,79477,52592.05,.6489425,.7946198,.0797589,.2227185,.2379808,.2213974,.2381444,.886722,59946,37759.1,.7193474,.932973,.2317419,.3106963,.1807627,.1520202,.124779,.4588463,709,8014.9746,.5627645,.3511989,.1424542,.3864598,.3187588,.1410437,.0112835,.5994358,1487,17921.828,.4162744,.3059852,.1445864,.262273,.2562206,.2205783,.1163416,.5702757,1648,35483.482,.2894417,.4283981,.128034,.2087379,.2785194,.1571602,.2275485,.7336165,605,24204.203,.4578512,.7867768,.2446281,.3024793,.2776859,.061157,.1140496,.5041322,510693,7.276654,86.4,.3,3,22,.8761451,.8392383,.7289957,.6919002,.8487614
21003,563872,22902.46,.6519051,.7582518,.2411398,.2804714,.2544922,.1392266,.0846699,.6387442,67071,9702.973,.7469398,.6372501,.1644824,.3005919,.41632,.1130295,.0055762,.7187905,125308,22162.18,.6852475,.5826843,.0971925,.2931178,.3142018,.2148945,.0805934,.8241134,183600,31786.99,.621013,.7974945,.1344935,.2806209,.2768627,.1642756,.1437473,.8326471,164666,21947.71,.5999599,.895704,.3980542,.2987927,.1530674,.0840246,.066061,.3016531,10092,8311.292,.7457392,.4987119,.2173008,.3250099,.3984344,.0581649,.00109,.6287158,17921,19153.126,.6726745,.3990849,.1164556,.264829,.4038837,.1657274,.0491044,.804531,23701,26103.021,.5782456,.6751614,.1516392,.2496097,.3324332,.1432007,.1231172,.8455761,8849,16333.928,.4950842,.7890157,.5061589,.2126794,.142615,.0626059,.0759408,.3781218,32327,10712.53,.7695425,.6859591,.188573,.3275899,.3830235,.0971015,.0037121,.7401862,61095,28087.81,.6845405,.5863,.1139046,.2917424,.3031508,.2048613,.0863409,.9050495,88647,45496.14,.6220402,.7895022,.1359775,.241328,.2725416,.186673,.1634799,.9165905,70755,34015.47,.5950816,.90901,.388863,.239347,.1582927,.1171507,.0963465,.404028,4895,9001.4742,.7783452,.5370787,.2663943,.3709908,.3166496,.0437181,.0022472,.6351379,7853,21609.994,.656437,.4003566,.1466955,.2884248,.3677576,.1477142,.0494079,.8342035,10651,30358.679,.5588208,.6580603,.1877758,.2488029,.3264482,.1289081,.108065,.8547554,3946,21163.661,.49037,.8152559,.5681703,.1687785,.1302585,.0552458,.0775469,.4313229,493504,7.291669,65.2,3.5,3,21,.8299414,.8222141,.7217593,.5358848,.7816092
31018,196079,30771.55,.4984317,.6869986,.1745266,.2561366,.2246034,.2157498,.1289837,.685387,19973,11354.14,.661493,.7008461,.1519551,.2925449,.3891253,.1583137,.0080609,.7056026,47895,29496.95,.5575947,.456081,.0549744,.2261614,.2580019,.3306817,.1301806,.8375613,70442,42936.18,.4307657,.7057437,.0674456,.2437182,.2349167,.2465574,.2073621,.839414,49279,27402.78,.435439,.8621928,.3149415,.329268,.1483593,.1204164,.0870147,.3892733,1529,8491.502,.7004578,.6690648,.2092871,.3472858,.381949,.0614781,0,.5546108,2756,21939.205,.4488389,.469521,.1298984,.2783019,.3189405,.1690856,.1037736,.7612482,4431,32589.463,.2552471,.6732115,.1387949,.2541187,.2870684,.1900248,.1299932,.8113292,1716,16543.256,.3141026,.798951,.4691142,.2878788,.1136364,.0594406,.0699301,.4638695,10210,11749.77,.6684623,.7094026,.1761998,.3096964,.3656219,.1424094,.0060725,.6915769,23772,37006.55,.5794632,.4596584,.0683577,.2276207,.2356554,.3247939,.1435723,.9198637,34741,62640.14,.4317953,.6819032,.0737169,.1946115,.2044846,.2594917,.2676952,.9272617,22015,42208.35,.4367477,.8823075,.288258,.2683625,.1455826,.1626618,.1351351,.4873041,820,8196.6976,.7097561,.6353658,.2195122,.3219512,.4451219,.0134146,0,.5121951,1255,24137.052,.4860558,.4071713,.1705179,.3211155,.2374502,.1521912,.1187251,.7593626,2081,39497.16,.2417107,.6367131,.1590581,.2248919,.258049,.1917347,.1662662,.824123,723,22480.842,.3388658,.7786999,.5076072,.2544952,.0829876,.0359613,.1189488,.5449516,144645,7.35635,61.9,3.1,3,31,.8399839,.814845,.7251924,.5980438,.7907129
31020,403574,24055.75,.5079415,.8229395,.2731767,.3027375,.2008331,.1447591,.0784937,.6125395,46778,9817.079,.6556073,.783488,.1974646,.337787,.3485399,.1106503,.0055582,.6610373,85760,24134.09,.5376399,.6639575,.1301189,.2911147,.2605644,.234993,.083209,.7876049,129606,33322.7,.4400954,.8299693,.1855547,.3073237,.2066031,.1726772,.1278413,.7974476,123900,22911.37,.4740194,.9356416,.3951977,.3310977,.124996,.0864568,.0622518,.3367151,11271,7997.374,.7367581,.8119066,.2810753,.3640316,.3090232,.0416112,.0042587,.5486647,16835,17019.445,.5971488,.7348381,.1787348,.3516484,.3056727,.1376893,.0262548,.7240273,24618,24279.922,.3415387,.8494598,.2480299,.3516532,.2442928,.092209,.0638151,.7769518,14054,16434.761,.2542337,.9416536,.516152,.2809165,.1193255,.0465348,.0370713,.4104881,23582,10460.88,.6544398,.790179,.2349674,.3457722,.3215588,.0958782,.0018234,.6595709,42543,30488.1,.536375,.6708272,.1408457,.2940789,.2458689,.2231389,.0960675,.8762429,62270,47911.79,.4368877,.8125582,.1864782,.2753814,.2013008,.1775976,.159242,.8868155,52911,35348.76,.4733609,.9380469,.3749315,.2748578,.1387235,.1167054,.0947818,.4459564,5528,8028.4834,.7329956,.8245296,.3400868,.3648697,.2773155,.0177279,0,.5188133,7883,18605.658,.5815045,.7385513,.1938348,.3620449,.2956996,.1293924,.0190283,.7635418,10880,28663.937,.3351103,.8299632,.2704044,.3493566,.230239,.0882353,.0617647,.8106618,6119,22365.846,.2632783,.9401863,.5384867,.2502043,.1219153,.0416735,.0477202,.4955058,505091,7.523149,100,7.5,3,31,.7969772,.7866721,.686604,.5425504,.7146659
31012,550592,22833.32,.5127572,.7570978,.2303067,.3046176,.2308388,.155291,.0789459,.6422687,79628,9608.728,.6373637,.63872,.1506505,.2980233,.4207691,.1211634,.0093937,.6413573,131543,24660.46,.5310507,.6089416,.0938552,.278753,.2718731,.2579917,.097527,.7948884,176010,31790.67,.4474575,.7998636,.137549,.3266576,.2240327,.1806204,.1311403,.819533,140126,20971.77,.4741732,.8971497,.3976493,.3513909,.1301115,.0722635,.0485848,.3461742,8441,6945.657,.5935315,.4707973,.2570786,.2699917,.4049283,.0651582,.0028433,.5074043,11274,19678.937,.4448288,.5133936,.1632074,.274969,.3046833,.1983324,.0588079,.7236118,13255,26191.873,.2680498,.6946058,.2150887,.2851,.2663901,.1450773,.088344,.7934365,6039,16072.026,.2260308,.8451731,.5615168,.2558371,.1059778,.0317933,.044875,.4065243,40026,10382.62,.6474042,.6554989,.1811572,.2960576,.3982661,.1150252,.0094938,.6324639,66429,31256.58,.540803,.6149573,.109666,.2748498,.2545575,.2485661,.1123606,.8767707,87835,44539.02,.4396197,.7803153,.1453635,.2775887,.2204474,.1967097,.1598907,.8955883,61500,31590.8,.4678537,.9039187,.3668781,.3117723,.1486504,.1002114,.0724878,.4510732,4042,6975.4832,.6165265,.4876299,.3453736,.2439386,.353043,.0549233,.0027214,.4473033,5781,20710.589,.4839993,.5166926,.2003114,.2823041,.2883584,.1778239,.0512022,.6908839,6588,29366.6,.2721615,.6690953,.2272313,.2773224,.2589557,.1388889,.0976017,.7741348,2595,21878.846,.2231214,.867052,.5930636,.2204239,.1028902,.0315992,.0520231,.4624277,434448,7.67433,90.8,3.8,3,31,.8399558,.8086177,.7313107,.5537659,.7400782
50045,106539,18322.81,.8347929,.8265706,.2272313,.3982673,.2299346,.1087207,.035846,.6583036,13758,9136.492,.8331879,.6911615,.1584533,.3882832,.3856665,.0649077,.0026893,.7611572,25618,19382.17,.8438988,.7077445,.0697947,.4517137,.2869076,.165899,.0256851,.8349598,34785,25302.91,.8156964,.8696277,.0961621,.4593934,.2455369,.1389104,.0599971,.832284,26286,16840.53,.8447462,.9384083,.4137564,.3604961,.1251236,.0611732,.0394507,.2790839,44,3537.705,.4545455,.1363636,0,0,.9090909,.0909091,0,.4318182,40,13510.575,.175,.225,.175,.475,.2,.1,.05,.625,56,28882.071,.5178571,.1071429,0,.4107143,.2321429,.3214286,.0357143,.8392857,,,,,,,,,,,6893,10726.84,.840853,.7047729,.1829392,.3948934,.3586247,.0626723,.0008704,.761207,12916,26091.34,.8404305,.71214,.0795912,.450449,.2736915,.1663054,.0299628,.923738,17458,37522.51,.8113186,.853076,.1064268,.418261,.2443006,.1455493,.0854622,.9219269,11555,26029.17,.8445694,.9461705,.4134141,.3313717,.123929,.0688879,.0623972,.3789701,23,5126.1304,.4347826,.2608696,0,0,.8260869,.173913,0,.6086956,29,17605.379,.0689655,.3103448,.2413793,.4827586,.0689655,.137931,.0689655,.862069,54,29951.778,.537037,.1111111,0,.4259259,.2407407,.3333333,0,.8703704,,,,,,,,,,,38672,7.80101,67.3,0,3,50,.8388574,.9045203,.8438407,.546793,1
50067,72592,19350.72,.8431783,.7944126,.2316095,.3778653,.2527276,.1046121,.0331855,.6856403,8628,10140.08,.8966157,.7792072,.1602921,.411567,.3672925,.0588781,.0019703,.8021558,16196,20041.47,.8707088,.6513954,.0729192,.4346752,.3308842,.138738,.0227834,.8599654,26010,25869.32,.8154172,.8326797,.0926182,.4241061,.2825452,.1435217,.0572088,.8527489,17377,18099.73,.8137193,.8594694,.4332163,.3304368,.1419117,.0636474,.0307878,.3119641,12,3204,.1666667,,0,.1666667,.8333333,0,0,0,11,14363.636,,,0,0,1,0,0,1,7,0,1,,1,0,0,0,0,0,8,3418.75,.75,,0,1,0,0,0,.375,4459,11974.89,.9107423,.8320251,.1776183,.4169096,.3507513,.0533752,.0013456,.8057861,8176,26822.69,.8764677,.6614481,.0898973,.4340754,.3133562,.1371086,.0255626,.9458171,12991,37849.5,.8260334,.8231853,.1058425,.3801863,.289739,.156185,.0680471,.9366484,7885,27767.58,.8228282,.8744451,.4224477,.2797717,.1667724,.0805327,.0504756,.4209258,,,,,,,,,,,6,15500,,,0,0,1,0,0,1,7,0,1,,1,0,0,0,0,0,3,7598,1,,0,1,0,0,0,0,158150,7.90134,33.8,0,3,50,.8377376,.9042974,.850173,.5359958,1
33060,716310,31247.01,.6162192,.826938,.2224344,.2424188,.2192165,.1750848,.1408454,.6111223,80999,9441.102,.7085149,.7575032,.1858542,.259818,.3959555,.1511377,.0072347,.6015877,147925,27404.85,.6410276,.6765185,.1157005,.208964,.2656684,.2811087,.1285584,.7627041,240279,44580.08,.5678898,.8356951,.1281885,.2257084,.2218879,.193858,.2303572,.7897819,216340,31465.97,.5961773,.9420264,.3094481,.3067486,.1483683,.1155727,.1198623,.3737959,13517,7599.022,.6880225,.7856773,.3016942,.3170082,.321595,.0579271,.0017755,.47296,21578,16762.783,.5608027,.7303735,.2279637,.2497451,.3318658,.1435258,.0468996,.662573,31390,24636.157,.3491876,.8453966,.2489965,.2862695,.262504,.101338,.100892,.7551131,20787,16810.196,.2409679,.945591,.4845817,.2686294,.1304662,.049454,.0668687,.4026074,39877,10102.07,.7237505,.7875216,.2219324,.2730647,.3595306,.1396294,.005843,.5942273,72387,35117.34,.6467322,.6864492,.1369583,.2157846,.2446986,.2711537,.1314048,.8525426,113878,68008.26,.5782241,.8176645,.1298056,.1947172,.2023745,.2087322,.2643707,.8865979,90970,51062.94,.6100363,.9442344,.286622,.2485325,.1484006,.1458942,.1705507,.4947125,6392,7545.4046,.7302878,.800219,.344806,.3344806,.277378,.040363,.0029725,.4832603,9770,17519.516,.541044,.7255886,.2967247,.2447288,.2908905,.1269191,.040737,.6566018,13692,28790.007,.3588957,.8167543,.2692813,.2634385,.2501461,.1114519,.1056821,.7356851,7458,24731.352,.2813087,.9357737,.4733172,.2556986,.1328775,.0581925,.0799142,.482435,810087,7.949345,92.7,7.5,3,33,.8069112,.7557411,.6414543,.5706897,.6965303
14049,394504,28491.71,.5368843,.6953465,.198581,.2570899,.2719161,.1791997,.0932133,.6850222,55389,8882.479,.515012,.5592988,.17545,.3789742,.3447796,.096048,.0047482,.7492101,93082,24604.67,.5669947,.5438001,.110408,.2538622,.3157646,.2377796,.0821856,.8059775,143549,41048.75,.5104389,.73136,.1010387,.220733,.293001,.2284028,.1568245,.8159374,81844,30994.26,.5241557,.8740897,.2915302,.2995455,.2036191,.127743,.0775622,.3809931,5705,7023.93,.4170026,.4548641,.1682734,.5393515,.2680105,.0243646,0,.7260298,6117,15808.708,.513814,.6207291,.1298022,.3352951,.4271702,.0828838,.0248488,.7338564,7630,23707.995,.2816514,.793578,.2226737,.2836173,.3205767,.1176933,.0554391,.7883355,3752,12642.502,.1735075,.9216418,.5399787,.2529318,.1647122,.0338486,.0085288,.3584755,32987,9255.333,.4538454,.4976809,.1769182,.425895,.3167915,.0763331,.0040622,.7877952,46148,33271.85,.5676085,.5397201,.1195718,.2542472,.3040869,.2269221,.0951721,.9141241,72121,63523.55,.5181431,.7115542,.0994163,.1860068,.2708642,.237462,.2062506,.9239889,36695,51339.55,.5279738,.8793024,.2694645,.2403052,.208884,.1610846,.1202616,.5113231,3606,7103.1328,.302274,.3408208,.1275652,.6442041,.2074321,.0207987,0,.7834165,2767,18149.77,.4745211,.5612577,.1362486,.3874232,.3885074,.0755331,.0122877,.7419588,3705,27808.158,.3033738,.7330634,.2404858,.2807018,.277193,.1252362,.0763833,.777328,1532,17122.941,.1997389,.9373368,.5691906,.1997389,.1860313,.0293734,.0156658,.4340731,293665,7.9627,78.3,4,3,14,.8198017,.8074064,.7421368,.6309075,.8317266
47043,175818,22329.77,.6141351,.6670477,.2234583,.2553948,.267538,.1779681,.0756407,.6771946,20565,9643.249,.6853392,.5277413,.1901775,.2959397,.3528325,.1551179,.0059324,.7344031,42890,21523.55,.5767545,.4595943,.1047097,.2415948,.3097692,.2763115,.0676148,.8657263,59036,30402.12,.5774951,.7131072,.1219764,.2616539,.2930923,.196558,.1267193,.8569347,45317,22083.79,.6418121,.8529029,.3491846,.2841538,.2024627,.1025002,.0616987,.3189752,4949,8674.925,.8076379,.5194989,.2095373,.3170337,.390584,.0800162,.0028289,.6587189,8986,17263.295,.7621856,.3968395,.1486757,.311262,.361006,.150345,.0287113,.8657912,12046,23764.045,.747385,.7061265,.1710111,.32434,.3042504,.1290885,.07131,.8936576,5045,14269.195,.6769078,.7585728,.5756194,.1861249,.1260654,.0432111,.0689792,.3665015,9693,10467.79,.7005055,.5778397,.2294439,.3070257,.3229134,.1338079,.006809,.755081,20024,26349.31,.5703156,.4598482,.1311926,.2505993,.2773671,.2631342,.0777068,.9244906,27566,43353.82,.5698324,.6925923,.1354204,.230066,.2647827,.2098963,.1598346,.9299499,18552,33987.15,.624461,.8623329,.3613088,.2100582,.1951811,.1409552,.0924968,.425345,2173,10326.253,.7887713,.6079153,.2498849,.3414634,.3575702,.0492407,.0018408,.6994938,3766,19544.644,.7424323,.3842273,.1718003,.3728094,.3016463,.1279873,.0257568,.8967074,5209,28266.717,.7519677,.6780572,.1985026,.3382607,.2781724,.124784,.0602803,.9132271,2152,18461.215,.6761152,.757435,.6078067,.1807621,.1082714,.0413569,.061803,.4433086,117260,8.038089,71,5.1,3,47,.8038901,.8276755,.7513043,.5891167,.7876339
33041,1611812,18583.9,.4640454,.8250255,.30918,.2879381,.2164632,.1172078,.0692109,.5695844,193166,8815.799,.5872617,.7493348,.2302165,.3046965,.3489382,.1065664,.0095824,.5802004,362099,19971.31,.4682228,.6923714,.1694813,.2612517,.2839776,.2014145,.0838749,.7364036,510238,24141.52,.3778315,.8428224,.2427377,.2939021,.2304023,.129565,.1033929,.7538972,478119,18057.7,.4723929,.9362397,.4275902,.329121,.1264581,.061263,.0555678,.3058297,48625,7858.202,.659455,.7856247,.2776555,.3177172,.3448637,.0558149,.0039486,.5297481,75499,17792.351,.5220731,.7406853,.1956185,.2701095,.3554484,.1429423,.0358813,.7121286,111509,22737.545,.2882727,.8479495,.2419536,.3157324,.2903802,.0927638,.0591701,.7692922,72252,15617.197,.1989149,.9217322,.4545065,.3006422,.1515944,.050919,.0423379,.3487654,96940,9345.492,.5807819,.7616464,.2598618,.3098308,.3295131,.0920879,.0087064,.5939963,182501,23855.42,.461581,.6854812,.1837524,.2560424,.2779108,.19464,.0876543,.8259023,243805,31271.01,.3777773,.8273251,.2425873,.2595025,.2374767,.1450503,.1153832,.843826,194743,26223.13,.4665739,.9349091,.410767,.2844518,.1480104,.0822777,.0744931,.4029362,23612,7925.7571,.6622903,.802558,.3233525,.3367355,.2997628,.0386668,.0014823,.5423937,34203,19204.555,.5324387,.7292928,.2166477,.2877233,.3396193,.1251352,.0308745,.7242347,48802,26407.836,.2882669,.8215237,.2672226,.3042703,.2823655,.0914512,.0546904,.7991475,28212,20449.994,.2020771,.9198214,.4673543,.2872536,.1598965,.0459733,.0395222,.4090458,1814912,8.050292,100,8.1,3,33,.7602011,.7466439,.6538694,.5168421,.7183959
39009,424398,23324.98,.6798218,.803762,.2123573,.3290967,.240291,.1468645,.0713905,.6587001,49309,10167.52,.7506135,.8121235,.1656087,.3737249,.3594678,.0978523,.0033462,.7258512,95177,23096.28,.6772749,.6570495,.0721813,.3492335,.2978241,.2181409,.0626202,.8064133,150402,32470.18,.6454303,.8194506,.0921397,.3366644,.2680151,.1814404,.1217404,.8242311,107550,21249.58,.6822222,.8986704,.369549,.3441748,.143868,.087894,.0545142,.344305,1762,8428.771,.5051078,.6259932,.3314416,.3825199,.2133939,.0681044,.0045403,.5340522,3066,18740.755,.3786693,.4673842,.1200261,.3855186,.2687541,.1660143,.0596869,.7325506,3674,22286.743,.391399,.6921611,.1801851,.3715297,.3002177,.0990746,.0489929,.8108329,1758,14450.898,.2627986,.8651877,.5955631,.2121729,.1006826,.0420933,.0494881,.2832764,25241,11251.73,.7531397,.8308308,.196268,.3782735,.340557,.0818906,.003011,.7291312,47277,30962.68,.6876917,.6638958,.0844174,.3563043,.2756097,.2147344,.0689342,.9134674,74759,48486.42,.6511189,.80496,.0954801,.2872296,.2561163,.2145427,.1466312,.9249589,47851,32829.88,.6829534,.9069821,.3517795,.2825228,.1631941,.1220246,.080479,.4659464,953,9542.9591,.5099685,.5666317,.4186779,.3284365,.2119622,.0409234,0,.521511,1427,21618.793,.3658024,.4519972,.1282411,.403644,.2410652,.1352488,.091801,.7897688,1648,26749.195,.3932039,.6674757,.2026699,.3865291,.2257282,.1286408,.056432,.8470874,874,20674.442,.2665904,.8089245,.6018307,.1933638,.1212815,.0446224,.0389016,.375286,309792,8.078632,75.3,1.8,3,39,.831045,.8651986,.7861199,.5759368,.6640182
2010,29452,25176.2,.1548282,.7202227,.2055548,.3306057,.3123387,.1100774,.0414233,.5690275,2975,13572.35,.3321008,.6638656,.3173109,.3744538,.2786555,.0258824,.0036975,.544874,7283,25609.06,.1655911,.6310586,.1106687,.4040917,.3524646,.1172594,.0155156,.6450639,12521,33210.7,.0906477,.7394777,.0816229,.3262519,.3681815,.1526236,.0713202,.6839709,4619,20379.9,.074042,.8220394,.2794977,.3316735,.258281,.0865988,.0439489,.3124053,12,2225.167,.1666667,.8333333,.8333333,.1666667,0,0,0,0,41,15844.39,.1219512,.1463415,.3170732,.4634146,.1707317,0,.0487805,.4390244,94,11080.34,,.1808511,.2021277,0,.7978724,0,0,.1382979,29,4709.7586,,.4827586,.0689655,.5172414,.2068966,.1034483,.1034483,0,1585,19276.86,.3369085,.6832808,.3205047,.3829653,.2731861,.0233438,0,.5810726,3746,37626.22,.1935398,.6235985,.1054458,.428457,.3457021,.1083823,.0120128,.7335825,6878,47482.57,.0907241,.7308811,.0783658,.3400698,.365804,.1423379,.0734225,.7445478,2435,29645.72,.0796715,.8279261,.2919918,.3034908,.2529774,.0936345,.0579055,.349076,10,0,,1,1,0,0,0,0,0,30,14199.2,.1,.1333333,.3333333,.5,.1,0,.0666667,.4666667,88,11639.932,,.125,.2159091,0,.7840909,0,0,.0795455,18,4022.2778,,.1666667,0,.8333333,0,0,.1666667,0,82670,8.232191,,,1,2,.6789916,.8738157,.847057,.6765534,.1666667
