oldcode,popall,incomeall,same_state_bornall,same_state_5yrsall,less_than_hsall,hsall,some_clgall,collegeall,grad_degreeall,workedall,pop18_24,income18_24,same_state_born18_24,same_state_5yrs18_24,less_than_hs18_24,hs18_24,some_clg18_24,college18_24,grad_degree18_24,worked18_24,pop25_34,income25_34,same_state_born25_34,same_state_5yrs25_34,less_than_hs25_34,hs25_34,some_clg25_34,college25_34,grad_degree25_34,worked25_34,pop35_54,income35_54,same_state_born35_54,same_state_5yrs35_54,less_than_hs35_54,hs35_54,some_clg35_54,college35_54,grad_degree35_54,worked35_54,pop55p,income55p,same_state_born55p,same_state_5yrs55p,less_than_hs55p,hs55p,some_clg55p,college55p,grad_degree55p,worked55p,pop18_24b,income18_24b,same_state_born18_24b,same_state_5yrs18_24b,less_than_hs18_24b,hs18_24b,some_clg18_24b,college18_24b,grad_degree18_24b,worked18_24b,pop25_34b,income25_34b,same_state_born25_34b,same_state_5yrs25_34b,less_than_hs25_34b,hs25_34b,some_clg25_34b,college25_34b,grad_degree25_34b,worked25_34b,pop35_54b,income35_54b,same_state_born35_54b,same_state_5yrs35_54b,less_than_hs35_54b,hs35_54b,some_clg35_54b,college35_54b,grad_degree35_54b,worked35_54b,pop55pb,income55pb,same_state_born55pb,same_state_5yrs55pb,less_than_hs55pb,hs55pb,some_clg55pb,college55pb,grad_degree55pb,worked55pb,pop18_24m,income18_24m,same_state_born18_24m,same_state_5yrs18_24m,less_than_hs18_24m,hs18_24m,some_clg18_24m,college18_24m,grad_degree18_24m,worked18_24m,pop25_34m,income25_34m,same_state_born25_34m,same_state_5yrs25_34m,less_than_hs25_34m,hs25_34m,some_clg25_34m,college25_34m,grad_degree25_34m,worked25_34m,pop35_54m,income35_54m,same_state_born35_54m,same_state_5yrs35_54m,less_than_hs35_54m,hs35_54m,some_clg35_54m,college35_54m,grad_degree35_54m,worked35_54m,pop55pm,income55pm,same_state_born55pm,same_state_5yrs55pm,less_than_hs55pm,hs55pm,some_clg55pm,college55pm,grad_degree55pm,worked55pm,pop18_24bm,income18_24bm,same_state_born18_24bm,same_state_5yrs18_24bm,less_than_hs18_24bm,hs18_24bm,some_clg18_24bm,college18_24bm,grad_degree18_24bm,worked18_24bm,pop25_34bm,income25_34bm,same_state_born25_34bm,same_state_5yrs25_34bm,less_than_hs25_34bm,hs25_34bm,some_clg25_34bm,college25_34bm,grad_degree25_34bm,worked25_34bm,pop35_54bm,income35_54bm,same_state_born35_54bm,same_state_5yrs35_54bm,less_than_hs35_54bm,hs35_54bm,some_clg35_54bm,college35_54bm,grad_degree35_54bm,worked35_54bm,pop55pbm,income55pbm,same_state_born55pbm,same_state_5yrs55pbm,less_than_hs55pbm,hs55pbm,some_clg55pbm,college55pbm,grad_degree55pbm,worked55pbm,pop60,povrate60,pct_urban_1960,pct_black_1960,_merge,state,hsplus18_24,hsplus25_34,hsplus35_54,hsplus55p,hsplus18_24b
44181,61267,15102.38,.6383045,.8637602,.3206784,.3508577,.2389867,.0615829,.0278943,.5255194,7349,7254.05,.7628249,.822697,.3024901,.3595047,.2984079,.0371479,.0024493,.5939584,12724,14610.6,.7250078,.7778214,.1807608,.4351619,.2815152,.086608,.0159541,.6769884,20928,20835.83,.6285359,.8821197,.1964354,.3577026,.313169,.0812309,.0514622,.7148318,16424,15088.01,.4931807,.9283975,.4439235,.3490015,.1395519,.0424988,.0250244,.2291768,685,4880.828,.6875913,.8189781,.4043796,.3226277,.2262774,.0467153,0,.4671533,1021,10494.005,.6630754,.8619001,.2389814,.3408423,.3006856,.1194907,0,.5249755,1469,14087.021,.6242342,.8904017,.3893805,.2437032,.254595,.0319946,.0803268,.6432948,1177,8103.124,.44435,.9634665,.6949872,.1367884,.1002549,.0416313,.0263381,.2625318,3674,9994.518,.7697333,.8361459,.2893304,.4235166,.2661949,.0160588,.0048993,.6344584,6182,21462.43,.7510514,.7856681,.1627305,.475736,.26011,.0847622,.0166613,.8299903,10278,31855.75,.6421483,.8679704,.1778556,.3430628,.3338198,.0899008,.055361,.8612571,7341,23193.75,.4996594,.9397902,.4123417,.3323798,.1646915,.0630704,.0275167,.3094946,260,7142.2923,.7,.7653846,.3538462,.4576923,.1423077,.0461538,0,.4346154,452,14997.261,.7256637,.920354,.1792035,.4513274,.2765487,.0929204,0,.6415929,666,19823.156,.6666667,.8963964,.3828829,.2507508,.2612613,.021021,.0840841,.7327327,478,10077.467,.4225941,.9476988,.7782427,.0523013,.0523013,.0753138,.041841,.2740586,61148,23.71304,66.4,9.9,3,44,.6950606,.8032851,.7521025,.5310521,.5956204
27014,9352,14205.84,.6214713,.8344739,.2790847,.3484816,.2420873,.0989093,.0314371,.5460864,600,6778.285,.7866667,.7783333,.3333333,.3466667,.265,.055,0,.6566667,1624,12462.23,.6995074,.7112069,.1293103,.4267241,.2986453,.1231527,.0221675,.7801724,2911,17533.98,.6197183,.8275506,.1061491,.3610443,.3181037,.1600824,.0546204,.7973205,3659,15519.09,.5424979,.9027057,.3643072,.3572014,.1896693,.0617655,.0270566,.2577207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,7336.854,.8386076,.7974684,.3164557,.3544304,.306962,.0221519,0,.585443,822,16968.06,.729927,.7347932,.1386861,.4124088,.3138686,.1167883,.0182482,.8223844,1471,26144.42,.6342624,.8239293,.0910945,.3528212,.296397,.1794697,.0802175,.89259,1633,23197.11,.5492958,.9093692,.4109002,.3686467,.1218616,.061237,.0373546,.3735456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14339,23.71851,52.8,.1,3,27,.6666666,.8485222,.8392305,.6086363,
28044,2854,14043.42,.6878066,.8220042,.2421163,.3633497,.2876664,.0777856,.029082,.5511563,195,6890.923,.7282051,.6410257,.174359,.3641026,.425641,.025641,.0102564,.6923077,468,17664.49,.6367521,.6816239,.0534188,.3803419,.4444444,.0876068,.034188,.8247863,822,18642.4,.6824818,.836983,.107056,.3613139,.3661801,.1155718,.0498783,.8077859,1188,12556.8,.702862,.9057239,.3139731,.4090909,.1885522,.0681818,.020202,.2920876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,9658.346,.7884616,.75,.1923077,.3557692,.4326923,0,.0192308,.8173077,230,20062.03,.7391304,.7565218,.0347826,.4391304,.3956522,.0782609,.0521739,.9521739,416,23483.36,.7259616,.7788461,.1298077,.3725961,.3389423,.0769231,.0817308,.9110577,514,19839.05,.6828794,.9007782,.3793774,.4338521,.1322957,.0311284,.0233463,.4474708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4889,23.72569,0,0,3,28,.8153846,.9123932,.8430657,.6658249,
24007,43402,13853.27,.755426,.6648542,.1720197,.2448735,.4136906,.1195797,.0498364,.6289802,12418,5554.943,.7331293,.2704139,.0548397,.111129,.7768562,.0530681,.0041069,.642374,8071,15334.08,.7694214,.6388304,.0598439,.3024409,.3944988,.2093917,.0338248,.8337257,10917,21938.21,.766053,.8503252,.0798754,.3336081,.2995328,.1878721,.0991115,.8420811,10263,16276.38,.752509,.9401734,.3617851,.3079022,.1795771,.0769755,.0737601,.2886096,128,3718.148,.171875,.1171875,.0546875,0,.9453125,0,0,.3984375,32,9447.9375,,.15625,.0625,.15625,.375,.40625,0,.34375,28,13663.5,,.6071429,0,0,0,.9285714,.0714286,.5714286,4,17500,.5,.5,.5,.5,0,0,0,.5,6425,6264.165,.734786,.2907393,.0580545,.1235798,.7570428,.0596109,.0017121,.6287938,4129,19373.44,.7776701,.629208,.0617583,.3223541,.3829014,.1932671,.0397191,.8868976,5482,30338.39,.7851149,.843123,.0910252,.3122948,.2942357,.1833273,.1191171,.8947464,4320,24385.11,.7548611,.9381945,.4168982,.28125,.1386574,.0581019,.1050926,.3893518,106,3928.3585,.1698113,.1226415,.0283019,0,.9716981,0,0,.3679245,27,10015.333,,.1851852,.0740741,0,.4444444,.4814815,0,.4074074,19,5517.7895,,.4210526,0,0,0,1,0,.368421,4,17500,.5,.5,.5,.5,0,0,0,.5,44332,23.748,53.6,0,3,24,.9410533,.9063313,.8210131,.5644549,.9453125
27030,1438,11629.2,.6091794,.8296245,.3205841,.3407511,.2093185,.0959666,.0333797,.581363,99,4590.556,.7373737,.5858586,.3333333,.4242424,.1616162,.0808081,0,.4646465,252,9261.266,.7063492,.6746032,.25,.4285714,.1706349,.1150794,.0357143,.8214286,465,14929.25,.6193548,.8752688,.1827957,.3741935,.2580645,.1419355,.0430108,.8215054,517,13309.9,.5029014,.8897486,.3384913,.3210832,.2359768,.0676983,.0367505,.3326886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,6360.196,.7254902,.509804,.372549,.372549,.1568628,.0980392,0,.5686275,131,11721.73,.740458,.740458,.3740458,.3435115,.1679389,.1145038,0,.9160305,233,20596.61,.6480687,.8497854,.2145923,.3261802,.2703863,.1330472,.055794,.888412,270,17284.33,.5111111,.8888889,.3777778,.3185185,.1888889,.0740741,.0407407,.4444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2571,23.77707,0,.2,3,27,.6666667,.7142857,.7741935,.6247582,
32008,36024,14153.24,.4333222,.843632,.3714746,.3164557,.2191872,.0600988,.0327837,.5085776,3678,6130.138,.6892333,.8398586,.3877107,.3659598,.2300163,.0163132,0,.5918978,7167,13731.76,.6274592,.763918,.2325938,.3941677,.2898005,.071299,.012139,.6765732,11238,19029.93,.4480335,.8411639,.2222815,.3632319,.2798541,.0808863,.0537462,.7172095,11811,14632.59,.1823724,.9006858,.484379,.2613665,.154771,.0579968,.0414868,.2392685,41,4404.878,.5609756,1,.6829268,.3170732,0,0,0,.4878049,104,7717.8654,.7211539,.625,.1634615,.4903846,.3461539,0,0,.6346154,146,14113.253,.239726,.739726,.3082192,.4863014,.1575342,.0479452,0,.5547945,226,6639.4558,.0309735,.9513274,.6415929,.1814159,.1769911,0,0,.3982301,1947,7858.625,.6964561,.8618387,.4293785,.366718,.2003082,.0035953,0,.6435542,3484,20860.08,.6285878,.7698048,.2402411,.3995408,.2743973,.0743398,.0114811,.8495982,5606,28983.43,.450767,.8358901,.2144131,.3655013,.259365,.0918659,.0688548,.8428469,5157,22014.72,.194299,.9047896,.4876866,.253248,.1434943,.0618577,.0537134,.3443863,12,10638,,1,.5833333,.4166667,0,0,0,.4166667,52,12737.231,.6730769,.7692308,.3269231,.2692308,.4038461,0,0,.9038461,78,18833.128,.1282051,.7564102,.2948718,.474359,.1410256,.0897436,0,.6666667,105,7099.4952,,.8952381,.8285714,.1047619,.0666667,0,0,.2666667,51106,23.80803,73.9,2.1,3,32,.6122893,.7552672,.7239723,.4741343,.3170732
44216,1020,17901.17,.7607843,.7813725,.3607843,.3176471,.2068627,.0813726,.0333333,.5911765,95,7213.4,.7789474,.7368421,.368421,.4736842,.1578947,0,0,.5578948,264,12964.22,.6780303,.6666667,.2310606,.3939394,.25,.1136364,.0113636,.7651515,320,20300.88,.746875,.78125,.303125,.35625,.16875,.128125,.04375,.765625,283,26946.73,.819788,.8833922,.4134276,.2155477,.2685512,.0424028,.0600707,.3427562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,11737.34,.7659575,.7872341,.4255319,.4893617,.0851064,0,0,.7446808,141,20244.89,.7304965,.680851,.2553191,.4113475,.2056738,.106383,.0212766,.9574468,161,30930.75,.7763975,.7701864,.2919255,.3416149,.1925466,.0993789,.0745342,.9192547,118,35251.41,.779661,.8474576,.5254237,.1779661,.1864407,.0677966,.0423729,.4491525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284,23.83178,0,.8,3,44,.6315789,.7575758,.653125,.5265018,
17033,2760,14726.72,.8351449,.8528985,.2724638,.3007246,.2960145,.1039855,.0268116,.5811594,146,6096.144,.8219178,.6849315,.3013699,.2260274,.390411,.0821918,0,.739726,483,13386.5,.815735,.7701864,.1097308,.378882,.3623188,.1180124,.0310559,.8281574,820,19513.68,.8390244,.8463415,.1341463,.2914634,.3926829,.1378049,.0439024,.8329268,1153,14863.67,.848222,.9115351,.3373807,.3235039,.2281006,.0910668,.019948,.3339115,4,1600,,1,0,0,1,0,0,0,,,,,,,,,,,15,14724,1,.8,0,.6666667,.3333333,0,0,.4666667,55,7817.8727,.9272727,.7090909,.3454545,.4363636,.1818182,.0363636,0,.3272727,80,7897.938,.8125,.7,.2125,.2375,.425,.125,0,.7875,235,19899.7,.8808511,.7787234,.1319149,.5361702,.2170213,.106383,.0085106,.9276596,408,27537.73,.8970588,.8455882,.1421569,.2696078,.4019608,.1544118,.0318627,.9044118,519,22286.66,.8285164,.9036609,.4142582,.3506744,.132948,.0732177,.0289017,.4393063,4,1600,,1,0,0,1,0,0,0,,,,,,,,,,,7,26571.429,1,1,0,.7142857,.2857143,0,0,1,24,9736.6667,.9166667,.5833333,.3333333,.5833333,.0833333,0,0,.25,5840,23.85274,0,3.5,3,17,.6986302,.8592132,.8219512,.6426713,1
28016,4777,14203.73,.6981369,.8067825,.293071,.339753,.2486916,.0891773,.0293071,.6169144,299,5979.234,.6923077,.5618729,.270903,.3745819,.3010033,.0535117,0,.7056856,945,12173.67,.7015873,.6296296,.0867725,.410582,.3227513,.1587302,.021164,.794709,1550,15594.09,.6477419,.816129,.1651613,.36,.2954839,.1283871,.0509677,.8290322,1693,17593.56,.7212049,.9320732,.4158299,.3260484,.1978736,.0360307,.0242174,.3479031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,7270.04,.7066666,.68,.3,.4333333,.2666667,0,0,.8333333,489,18033.68,.7586912,.6359918,.0920245,.4355828,.3619632,.0920245,.0184049,.9386503,776,21260.83,.6559278,.8092784,.2023196,.378866,.2731959,.0940722,.0515464,.8904639,767,28777.2,.7001304,.9256845,.4967405,.3233377,.1121252,.0143416,.053455,.5215124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8176,23.85693,35,.1,3,28,.7290969,.8920635,.7838709,.5599527,
45024,14318,12993.35,.6482749,.8186199,.3449504,.3267915,.2380919,.0664199,.0237463,.5200447,1575,5485.293,.6914285,.7726984,.3974603,.4063492,.191746,.0044444,0,.4584127,3400,12629.99,.5920588,.7535294,.2197059,.3894118,.31,.07,.0108824,.6291177,4786,18313.36,.6080234,.8322189,.1847054,.3424572,.3203092,.109486,.0430422,.7302549,3233,14203.55,.6950201,.8802969,.4265388,.3263223,.1608413,.0562945,.0300031,.2774513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797,8091.016,.6938519,.7540778,.3375157,.4542032,.2082811,0,0,.5583438,1549,21377.38,.639122,.7643641,.2433828,.4009038,.2743706,.0710136,.0103292,.8114913,2398,27752.63,.5967473,.8019183,.1814012,.3085905,.3298582,.117181,.0629691,.8281901,1536,20148.91,.6738281,.8763021,.4394531,.2897135,.1503906,.0768229,.0436198,.3548177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11995,23.86573,31.6,0,3,45,.6025397,.7694118,.7722524,.5434581,
45021,10321,12880.66,.7455673,.8238543,.2719698,.3406647,.2833059,.0781901,.0258696,.5389982,977,6590.15,.6990788,.7256909,.3316274,.3561924,.2958035,.0163767,0,.5834186,1826,14543.14,.7289157,.7048193,.1243154,.3554217,.4112815,.094195,.0147864,.7081051,3225,18559.07,.72,.8353488,.103876,.3537984,.3658915,.1289922,.0474419,.7767442,3318,11749.35,.7896323,.9195299,.287824,.4128993,.2118746,.0611814,.0262206,.2739602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,9395.036,.726,.804,.294,.382,.314,.01,0,.668,874,24158.05,.7643021,.680778,.1224256,.3455378,.3832952,.1258581,.0228833,.902746,1602,28702.97,.7353308,.8270912,.0861423,.3114856,.3714107,.1523096,.0786517,.886392,1536,17633.47,.7825521,.9264323,.2949219,.3554688,.2252604,.0755208,.0488281,.3704427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10960,23.88838,41.8,0,3,45,.6683726,.8608981,.8486822,.6859554,
51012,8581,15533.32,.4363128,.8159888,.2562639,.3472789,.2674513,.1016199,.0273861,.5798858,748,5914.73,.4465241,.6737968,.3302139,.3114973,.315508,.0360963,.0066845,.5320855,1807,15597.11,.3901494,.7017155,.1256226,.3851688,.3469839,.1223022,.0199225,.7360266,3109,22510.07,.4081698,.8478611,.0907044,.3901576,.3232551,.1469926,.0488903,.8118366,2142,14024.75,.5102708,.9061624,.3146592,.3888889,.1988796,.0779645,.0196078,.2717087,3,14336,,1,0,0,1,0,0,1,,,,,,,,,,,5,22800,,.6,0,1,0,0,0,1,,,,,,,,,,,353,8135.569,.4192635,.7223796,.3342776,.3144476,.3427762,.0084986,0,.572238,878,24175.93,.4476082,.6924829,.1173121,.38041,.3553531,.1150342,.0318907,.9009112,1639,33007.26,.438072,.8590604,.0909091,.3599756,.3026235,.1860891,.0604027,.9127517,1044,20594.5,.5306513,.8917624,.3591954,.3611111,.1685824,.0775862,.0335249,.3716475,3,14336,,1,0,0,1,0,0,1,,,,,,,,,,,5,22800,,.6,0,1,0,0,0,1,,,,,,,,,,,9481,23.89997,0,.2,3,51,.6631016,.8544549,.8604053,.665733,1
5010,487673,16183.7,.4961726,.8071617,.3801933,.2071039,.2720368,.1006822,.0399838,.544211,72626,6357.484,.6151929,.7020764,.3658469,.232644,.3561948,.0437584,.0015559,.5610112,115594,15041.21,.567988,.7583871,.305457,.2293545,.3079225,.1290897,.0281762,.666064,154180,23158.91,.4832663,.8331885,.2715527,.1948761,.31842,.1443702,.0707809,.723985,115962,18095.65,.3204843,.8901451,.457693,.2326452,.1893034,.0753781,.0449803,.2773926,3680,5006.18,.7888587,.7578804,.3168478,.2771739,.3622283,.038587,.005163,.3798913,5601,11484.369,.690591,.7280843,.2362078,.2749509,.38386,.0871273,.017854,.521514,6643,17672.406,.3793467,.8350143,.251844,.2027698,.41126,.0820412,.0520849,.5950625,4750,10984.509,.0696842,.9052632,.7002105,.1233684,.1311579,.0263158,.0189474,.2418947,37707,7161.712,.587981,.6993396,.4045933,.2287108,.3320869,.0336012,.0010078,.6202562,58285,18861.1,.5417689,.7556833,.3258986,.225993,.2936948,.1238569,.0305567,.7785365,76282,32370.9,.4728639,.8263941,.2788469,.1685981,.3028368,.1580189,.0916992,.8154873,50705,26793.91,.3216251,.8867173,.4538803,.2035894,.188798,.0862834,.067449,.3625086,1840,4191.6076,.7429348,.738587,.3695652,.2586957,.3206522,.051087,0,.3815217,2763,12307.052,.6833152,.7256605,.203764,.2978646,.3695259,.1071299,.0217155,.5993485,2902,21722.192,.3652653,.8163336,.2553411,.2074431,.3835286,.0785665,.0751206,.6374914,2066,14919.709,.071152,.9080349,.6868345,.1355276,.1224589,.0237173,.0314618,.2405615,365558,23.91341,67.3,4.8,3,5,.6325971,.6663668,.6576663,.4973267,.6779891
17003,13193,13019.34,.7040097,.8338513,.280755,.4154476,.1925263,.0628363,.0484348,.5436974,1748,5484.514,.6064073,.6281465,.2185355,.3981693,.3381007,.0377574,.0074371,.569222,2351,13918.06,.7235219,.7898766,.1314334,.5121225,.2415993,.088473,.0263718,.7694598,3613,18563.35,.7262663,.90894,.1170772,.4943261,.2211459,.078605,.0888458,.8034874,4478,13751.56,.719071,.9140241,.361322,.3957124,.1281822,.0605181,.0542653,.2871818,120,2713.508,.4166667,.625,.1083333,.1416667,.6416667,0,.1083333,.2,93,10303.699,.6989247,.7634408,.3870968,.344086,.1827957,0,.0860215,.5053763,95,13809.568,.9052632,1,0,.4210526,.5473684,.0315789,0,.7052631,281,8026.6548,.7864769,.8434164,.4483986,.4590747,.0604982,.0177936,.0142349,.1103203,901,6826.398,.600444,.6847947,.208657,.4672586,.3007769,.008879,.0144284,.5826859,1147,19082.07,.7558849,.8116826,.1586748,.5658239,.1761116,.0749782,.0244115,.863993,1788,26874.02,.7332215,.8998882,.1375839,.4686801,.2041387,.1057047,.0838926,.8719239,1847,20153.94,.7190038,.9350298,.3741202,.3892799,.1272334,.0628045,.046562,.3795344,71,2999.5493,.2394366,.5915493,.1830986,.1267606,.5070422,0,.1830986,.2253521,27,14318,.6666667,1,.4074074,.2592593,.3333333,0,0,.5925926,29,15577.31,1,1,0,.3793103,.5172414,.1034483,0,.3448276,102,8946.2647,.7254902,.8137255,.3431373,.4901961,.1666667,0,0,.0784314,21172,23.91578,60,6.8,3,17,.7740275,.8421948,.794077,.5844127,.7833333
14025,23514,16146.77,.8510249,.8542995,.2835757,.3588075,.243472,.0828017,.031343,.6301352,2664,8615.443,.8385886,.7755255,.1839339,.3911411,.3686186,.0563063,0,.8029279,5212,15982.35,.8555257,.7693784,.068112,.4495395,.3384497,.1185725,.0253262,.8349962,7281,22806.25,.8386211,.8790001,.1128966,.4084604,.2987227,.1200385,.0598819,.8121137,6978,15063.83,.8688736,.9193178,.5295213,.2901978,.1123531,.0437088,.024219,.2884781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401,9904.585,.8686652,.8108494,.2248394,.3890079,.3211991,.0649536,0,.8401142,2603,21915.81,.8605455,.7560507,.0852862,.4744526,.3119478,.1110257,.0172877,.9223973,3658,34556.18,.8518316,.8706943,.1388737,.3493713,.300164,.1377802,.0738108,.9103335,2957,23150.25,.8826513,.9178221,.5153872,.2813663,.1041596,.061887,.0371999,.376395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23272,23.92646,35.4,0,3,14,.8160661,.9065617,.8272216,.4462597,
46005,4981,12665.74,.4356555,.7480426,.36579,.3934953,.1654286,.0540052,.0212809,.4840393,404,7620.891,.4034654,.5891089,.3861386,.3787129,.2079208,.0247525,.0024752,.4826733,988,13209.64,.3765182,.6477733,.1720648,.555668,.1771255,.0850202,.0101215,.6366397,1701,17261.56,.4262199,.7566137,.2269253,.4450323,.212816,.0740741,.0411523,.7013521,1595,10885.13,.4915361,.8206897,.5122257,.3141066,.1272727,.030721,.015674,.2194357,,,,,,,,,,,,,,,,,,,,,3,28000,,1,0,1,0,0,0,1,9,17747.444,.3333333,1,.3333333,0,.6666667,0,0,.3333333,213,9388.075,.3286385,.5774648,.4178404,.3755869,.1690141,.0328638,.0046948,.5305164,478,19060.05,.3933055,.7112971,.2217573,.5627615,.1004184,.1108787,.0041841,.7154812,875,23391.93,.432,.736,.2171429,.4331429,.2297143,.0674286,.0525714,.7142857,747,15487.64,.4618474,.8313253,.5475234,.3226238,.0990629,.0267738,.0040161,.2784471,,,,,,,,,,,,,,,,,,,,,3,28000,,1,0,1,0,0,0,1,7,21961,.4285714,1,.4285714,0,.5714286,0,0,.4285714,5955,23.93454,0,.1,3,46,.6113861,.8178138,.7319224,.4721003,
18034,182558,18470.55,.6405909,.7124804,.2223513,.2180019,.2978615,.166758,.0950273,.6374796,32790,6654.428,.6500152,.4559927,.1537359,.1944495,.5195487,.1234218,.0088442,.6229338,45648,17819.72,.6066421,.6336313,.1202243,.2218936,.301218,.2517745,.1048896,.80216,57644,26951.11,.6001145,.78506,.1515509,.2307959,.274738,.1850843,.1578308,.7945319,38824,20009.63,.7158716,.8957089,.3580517,.25255,.19864,.1090563,.081702,.3085463,3544,4830.093,.7917607,.7787811,.3518623,.2835779,.3425508,.022009,0,.4937923,5808,12210.269,.7782369,.7679063,.2233127,.3174931,.3333333,.103478,.0223829,.6651171,6681,15536.651,.7934441,.8543631,.315372,.3179165,.2498129,.0627152,.0541835,.6912139,4759,10224.576,.8693002,.9670099,.6215591,.2269384,.0953982,.03278,.0233242,.280311,15838,7819.841,.6587322,.4665993,.1853138,.1923854,.5039147,.1130193,.0053668,.6413689,22317,22009.78,.6059058,.617108,.1281086,.2262401,.2952906,.2406686,.1096922,.8586727,27630,39297.68,.5928701,.7765834,.1511763,.2013029,.2570032,.2001448,.1903728,.8829171,15994,31149.99,.7137051,.8943979,.3616356,.2032012,.1868201,.1314243,.1169188,.4234088,1617,5219.8194,.7526283,.7748918,.3679654,.2789116,.3382808,.0148423,0,.5448361,2511,15207.084,.7467145,.7339705,.2150538,.3341298,.3305456,.0979689,.0223019,.747511,2890,18940.092,.8252595,.8726643,.3034602,.3564014,.2439446,.0474048,.0487889,.7622837,1872,14582.936,.8424146,.9583333,.6853632,.1672008,.0934829,.0267094,.0272436,.3504274,131239,23.97029,84.9,15.2,3,18,.83742,.7748861,.6906183,.5602462,.6481377
16038,9455,16406.71,.882073,.856478,.24844,.3996827,.2404019,.0857747,.0257007,.5654151,707,7113.779,.9250354,.7581329,.2390382,.3055163,.3988685,.0537482,.0028289,.6548797,1579,15468.93,.8929703,.6611779,.0550982,.4319189,.3742875,.1266624,.0120329,.8207726,3043,22962.29,.8803812,.874466,.0818271,.4544857,.2951035,.1261913,.0423924,.8327308,3635,15227.74,.8671252,.9419532,.3727648,.4115543,.1381018,.0519945,.0255846,.2577717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,8602.565,.9327731,.8235294,.2661065,.3193277,.3669468,.047619,0,.7058824,783,21942.07,.9131545,.6947637,.0587484,.4916986,.3154534,.1174968,.0166028,.9386973,1538,35862.56,.8959688,.8777633,.0884265,.4739922,.2581275,.1215865,.0578674,.913524,1529,23415.39,.8776978,.9352518,.4368868,.3714846,.1052976,.0464356,.0398954,.3793329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14246,23.99944,0,0,3,16,.758133,.9328689,.8757805,.6016506,
14055,29800,11931.95,.7660738,.6458054,.1714094,.3234564,.3303691,.108557,.0662081,.5150671,9929,3853.865,.7673482,.2634706,.0333367,.3139289,.5674288,.0825864,.0027193,.4024574,4569,12814.15,.7172248,.6390895,.0667542,.3497483,.315824,.1985117,.0691617,.725104,6750,19806.61,.748,.8737778,.1197037,.3383704,.2438519,.1454815,.1525926,.8404444,7465,16612.72,.7951775,.9237776,.3465506,.3532485,.1493637,.0704622,.0803751,.2818486,809,2225.329,.7775031,.1742892,.0383189,.2484549,.671199,.0420272,0,.3658838,146,6972.7877,.4520548,.4383562,.0890411,.0890411,.479452,.3082192,.0342466,.4589041,90,21014.633,.4666667,.7111111,0,.2333333,.2444444,.1111111,.4111111,.7888889,31,22263.484,.3548387,.9032258,.1612903,.0645161,.0967742,.3548387,.3225806,.4516129,5433,4385.699,.765323,.2608135,.0329468,.3208172,.5595436,.0846678,.0020247,.3672004,2312,15939.97,.7149654,.6064014,.0506055,.3771626,.2945502,.2123702,.0653114,.7525951,3348,27500.44,.759558,.8679809,.1114098,.3416965,.2308841,.1472521,.1687575,.9139785,3086,22544.66,.8033053,.9296824,.3817239,.3298769,.0975373,.0573558,.1335062,.3888529,389,2741.6144,.6915167,.1311054,.0077121,.3290488,.6195373,.0437018,0,.2904884,65,3759.5385,.3692308,.3384615,.0615385,0,.4461538,.4923077,0,.4153846,58,21641.741,.3103448,.7413793,0,.2068966,.1724138,.1724138,.4482759,.8275862,19,35528.842,.4736842,1,.2631579,0,0,.2105263,.5263158,.7368421,28844,24.01763,54.8,.4,3,14,.963944,.8640841,.7277037,.5730743,.9616811
