oldcode,hsspend_per_cap68_z1,hsspend_per_cap68_z2,pop60,povrate60,hsspend_per_cap68,socspend_per_cap68,othspend_per_cap68,totspend_per_cap68,hsspend_per_cap72_a,hsspend_per_cap72_b,hsspend_per_cap72_c,socspend_per_cap72,othspend_per_cap72,totspend_per_cap72,hs72cpos,hs68pos,state,pct_urban_1960,pct_black_1960,hsspend_per_kid_68,hsspend_per_kid_72
24012,5.574161,5.574161,16865,31.68947,5.574161,253.6554,629.7836,883.439,8.736515,9.244821,9.244821,422.8864,854.1346,1286.266,1,1,24,38.3,0,327.8918,543.813
14086,0,0,6429,31.69356,0,236.6355,349.1142,585.7497,0,0,0,428.0905,443.9354,872.0259,0,0,14,0,0,0,0
26025,0,0,11570,31.69861,0,237.8045,265.9694,503.7739,0,0,0,459.8299,304.6469,764.4768,0,0,26,30,2.9,0,0
11155,0,0,42484,31.70761,0,150.8153,103.3289,254.1442,0,0,0,268.8263,164.0517,432.878,0,0,11,42.4,4.5,0,0
11067,0,0,43913,31.71692,0,140.7417,156.4295,297.1712,0,0,0,212.1074,464.4034,676.5108,0,0,11,29.5,8,0,0
10037,5.272351,5.272351,75717,31.72982,5.272351,767.3126,394.1336,1161.446,.9632498,1.099401,1.791998,1143.162,932.1711,2077.125,1,1,10,64.9,32.7,310.1383,105.4116
47116,.9288087,.9288087,306852,31.73189,.9288087,185.2042,2504.945,2690.149,1.247675,1.247675,1.247675,350.044,4763.072,5114.364,1,1,47,100,34,54.63581,73.39265
17050,0,0,27067,31.75528,0,496.3271,1886.563,2382.89,0,0,0,582.0431,1729.24,2311.283,0,0,17,52,4.7,0,0
15074,0,0,16407,31.76107,0,189.8267,236.2787,426.1054,0,0,0,343.4125,549.3609,892.7734,0,0,15,0,1.2,0,0
36008,1.954947,1.954947,25648,31.77798,1.954947,128.3544,210.6694,339.0238,2.048433,2.048433,2.048433,407.2146,184.5977,593.8607,1,1,36,10.6,2.1,114.9969,120.496
44244,0,0,18093,31.7923,0,255.0394,437.8242,692.8636,0,0,0,498.1732,405.057,903.2302,0,0,44,68.4,9.2,0,0
28018,0,0,8917,31.79348,0,252.1002,1181.884,1433.984,0,0,0,406.1517,1755.948,2162.1,0,0,28,0,0,0,0
14028,0,0,39428,31.81391,0,350.7326,234.9834,585.7161,0,0,0,800.5698,278.91,1079.48,0,0,14,48.1,.1,0,0
11011,.7447461,.7447461,142521,31.8585,.7447461,151.4454,370.0786,521.5239,0,0,0,433.0373,420.4481,853.4854,0,1,11,83.9,33.4,43.8086,0
35039,0,0,19313,31.88552,0,224.9594,700.3024,925.2618,0,0,0,395.5708,1552.989,1948.559,0,0,35,31.2,0,0,0
17099,0,0,6801,31.89349,0,251.1505,306.6516,557.8021,0,0,0,395.032,379.431,774.463,0,0,17,0,1.9,0,0
6019,2.104561,2.104561,4892,31.9114,2.104561,96.27634,1675.388,1771.664,0,0,0,190.2681,597.7101,787.9781,0,1,6,0,0,123.7977,0
21021,.3306309,.3306309,21500,31.94555,.3306309,226.1063,243.6015,469.7078,0,0,0,415.2631,270.5004,685.7634,0,1,21,29.4,27.1,19.44888,0
26073,0,0,30345,31.9477,0,197.4481,572.668,770.1161,0,0,0,391.7598,489.8669,881.6267,0,0,26,30.2,.5,0,0
26037,0,0,11725,31.95566,0,242.9365,237.8869,480.8234,0,0,0,452.8128,379.7272,832.54,0,0,26,20.8,0,0,0
14024,0,0,7966,31.95759,0,235.6601,236.7278,472.3879,0,0,0,474.2496,305.7546,780.0042,0,0,14,0,.2,0,0
32007,1.862898,1.862898,60407,31.96353,1.862898,151.6429,1734.319,1885.962,2.192825,2.192825,2.192825,378.684,2288.218,2669.095,1,1,32,56.3,2.3,109.5823,128.9897
24053,0,0,23834,31.97935,0,220.5856,570.9699,791.5555,2.994657,2.994657,2.994657,392.9912,582.6534,978.6393,1,0,24,38.6,0,0,176.1563
1049,3.146848,3.146848,317383,31.98251,3.146848,214.1468,631.599,845.7458,3.135723,3.135723,3.135723,350.8077,488.382,842.3254,1,1,1,86.1,32.1,185.1087,184.4543
27017,0,0,2074,32.01947,0,148.4688,1762.957,1911.425,0,0,0,253.7249,2178.291,2432.016,0,0,27,0,0,0,0
35014,0,0,4896,32.02132,0,177.9552,866.544,1044.499,0,0,0,481.1552,1494.623,1975.779,0,0,35,0,0,0,0
45008,0,0,5740,32.06416,0,160.5782,1820.144,1980.722,0,0,0,439.8949,2015.379,2455.273,0,0,45,0,0,0,0
35023,0,0,8851,32.06689,0,234.079,940.0154,1174.094,0,0,0,418.4375,1636.132,2054.569,0,0,35,0,0,0,0
47047,0,0,11563,32.09426,0,37.88607,121.7913,159.6774,0,0,0,289.8969,164.1478,454.0447,0,0,47,0,35.4,0,0
10041,0,0,68937,32.10122,0,342.9158,176.3739,519.2897,0,0,0,660.7138,191.266,851.9798,0,0,10,62.1,15.1,0,0
28026,0,0,8099,32.11459,0,228.94,475.1134,704.0534,0,0,0,400.9942,1708.739,2109.733,0,0,28,0,0,0,0
35052,0,0,9349,32.1175,0,238.7932,1053.75,1292.544,0,0,0,439.0927,1778.926,2218.018,0,0,35,0,0,0,0
44046,1.342851,1.342851,19515,32.12006,1.342851,201.4277,139.8961,341.3238,6.885578,6.885578,6.885578,442.7937,329.8452,779.5245,1,1,44,78.8,2.1,78.99125,405.034
18096,1.482561,1.482561,10201,32.24437,1.482561,187.0841,199.4653,386.5494,0,0,0,320.3217,200.8363,521.1579,0,1,18,25.8,.9,87.20948,0
37033,1.99081,1.99081,30406,32.247,1.99081,280.555,1293.64,1574.195,3.894894,3.894894,3.894894,381.2423,2399.005,2784.142,1,1,37,71.4,6.4,117.1065,229.1114
14085,0,0,8773,32.25769,0,254.1106,349.0092,603.1199,0,0,0,477.4948,473.4222,950.9171,0,0,14,32.2,0,0,0
37053,0,0,10938,32.26222,0,324.3119,293.8719,618.1838,0,0,0,563.3582,384.1635,947.5217,0,0,37,38.4,6.8,0,0
34049,.5241215,.5241215,63800,32.26231,.5241215,143.8053,229.6799,373.4852,.8310595,.8310595,.8310595,306.5121,176.0708,483.4138,1,1,34,42.8,17.8,30.83068,48.88585
50019,0,0,3356,32.26683,0,271.4342,194.5876,466.0218,0,0,0,538.2838,228.4688,766.7526,0,0,50,0,0,0,0
26002,0,0,11061,32.27605,0,109.3511,271.2751,380.6262,0,0,0,364.2307,372.2085,736.4392,0,0,26,0,0,0,0
10056,3.796719,3.796719,39273,32.32462,3.796719,302.1011,138.3167,440.4178,4.127783,4.127783,4.127783,556.2076,201.5749,761.9103,1,1,10,64.3,32.4,223.3364,242.8108
32026,7.751135,7.751135,44568,32.35197,7.751135,527.3246,458.9196,986.2441,12.55265,18.46343,19.55596,887.0801,824.7656,1731.402,1,1,32,77.1,.5,455.9491,1150.35
37063,.1054852,.1054852,41798,32.38388,.1054852,308.7599,321.3268,630.0867,6.660639,6.660639,6.660639,591.2635,458.5635,1056.488,1,1,37,65,2.9,6.205014,391.8023
36005,.5398167,.5398167,47430,32.39016,.5398167,182.7435,248.9628,431.7064,0,0,0,411.5371,192.9341,604.4712,0,1,36,45.3,2.2,31.75393,0
15059,0,0,16963,32.39377,0,187.8654,200.9123,388.7777,0,0,0,396.3242,213.8366,610.1609,0,0,15,16.3,.9,0,0
43005,1.043549,1.043549,57918,32.39724,1.043549,240.668,128.1041,368.7721,0,0,0,346.9519,231.1912,578.1431,0,1,43,37.9,4.8,61.38525,0
17104,0,0,5424,32.41187,0,305.4646,435.8927,741.3573,0,0,0,556.5588,582.0735,1138.632,0,0,17,0,0,0,0
35021,0,0,6802,32.44043,0,196.0158,1540.394,1736.41,0,0,0,301.3064,2251.584,2552.891,0,0,35,0,0,0,0
44009,0,0,9129,32.47343,0,147.9769,1441.097,1589.074,0,0,0,307.8791,1425.859,1733.739,0,0,44,42.6,4,0,0
17079,0,0,9752,32.48005,0,251.6463,782.9901,1034.636,0,0,0,429.9824,1117.792,1547.775,0,0,17,30.1,0,0,0
16072,0,0,10386,32.50097,0,205.3396,854.325,1059.665,0,0,0,375.1163,1205.504,1580.621,0,0,16,28.3,0,0,0
28091,0,0,6352,32.50794,0,357.2318,670.8939,1028.126,0,0,0,405.2787,761.2706,1166.549,0,0,28,0,0,0,0
28029,0,0,3647,32.51109,0,329.4669,1073.766,1403.233,0,0,0,434.7027,1289.795,1724.498,0,0,28,0,0,0,0
18106,1.117427,1.117427,18692,32.51111,1.117427,186.6219,274.7139,461.3358,.8563609,.8563609,.8563609,369.9574,263.1154,633.9291,1,1,18,24.5,13.4,65.73101,50.37417
42055,0,0,4566,32.52747,0,265.3692,720.3083,985.6776,0,0,0,417.0733,691.8258,1108.899,0,0,42,0,0,0,0
50062,3.878084,3.878084,25901,32.54535,3.878084,291.7041,349.8796,641.5837,7.986635,7.986635,7.986635,536.7015,399.8286,944.5168,1,1,50,0,0,228.1226,469.802
23016,0,0,14694,32.56054,0,144.2008,272.5198,416.7206,0,0,0,508.9501,342.4697,851.4198,0,0,23,40.3,0,0,0
50052,.2888702,.2888702,17708,32.56067,.2888702,192.1077,165.6524,357.7602,1.627273,1.731758,1.731758,385.1819,212.1124,599.0261,1,1,50,72.6,3.7,16.99236,101.8681
17006,11.22642,11.22642,16192,32.56394,11.22642,322.2327,330.4081,652.6408,0,0,0,596.3937,442.2971,1038.691,0,1,17,58.5,3.6,660.3777,0
26081,0,0,25426,32.5816,0,175.3614,652.8463,828.2076,0,0,0,398.0482,912.6196,1310.668,0,0,26,43.8,.6,0,0
23045,0,0,9074,32.59991,0,203.956,283.3379,487.294,0,0,0,401.1267,301.6299,702.7567,0,0,23,0,.1,0,0
50069,1.686607,1.686607,13747,32.60632,1.686607,109.6101,78.5307,188.1408,0,0,0,193.6376,76.60217,270.2398,0,1,50,36.3,0,99.21216,0
44095,0,0,37026,32.61238,0,188.3209,1223.124,1411.445,0,0,0,341.4618,953.8521,1295.314,0,0,44,50.9,5.4,0,0
44212,1.607996,1.607996,86602,32.62888,1.607996,211.2905,194.8143,406.1048,1.157308,1.157308,1.157308,459.0662,257.8812,718.1047,1,1,44,59.9,27,94.58801,68.07696
50021,0,0,7528,32.63786,0,443.1582,252.9645,696.1227,0,0,0,589.0977,198.0458,787.1434,0,0,50,0,0,0,0
27028,0,0,3176,32.65113,0,153.2035,1823.287,1976.49,0,0,0,242.3652,1873.395,2115.76,0,0,27,0,0,0,0
17090,0,0,4528,32.68551,0,165.7761,1154.39,1320.166,0,0,0,285.32,1539.303,1824.623,0,0,17,0,0,0,0
21015,0,0,15820,32.6879,0,221.728,404.0567,625.7847,0,0,0,459.5107,317.1634,776.6741,0,0,21,23.3,25,0,0
47034,0,0,21750,32.69775,0,67.5655,123.2911,190.8566,0,0,0,205.0112,145.7225,350.7337,0,0,47,0,2,0,0
5002,0,0,376,32.71276,0,14442.07,985.6818,15427.75,0,0,0,715.9297,3084.525,3800.455,0,0,5,0,1.8,0,0
39056,.7671266,.7671266,77557,32.74802,.7671266,227.3118,206.7329,434.0447,1.266883,1.266883,1.266883,468.7214,184.7562,654.7445,1,1,39,21,.2,45.12509,74.52254
49037,1.869673,1.869673,7352,32.75936,1.869673,177.6052,122.9901,300.5953,0,0,0,335.9005,300.3231,636.2235,0,1,49,0,.1,109.9808,0
50025,1.724852,1.724852,19513,32.76756,1.724852,215.7164,225.993,441.7093,2.077075,2.077075,2.077075,397.8074,252.176,652.0605,1,1,50,14.8,.1,101.4619,122.1809
16002,0,0,7611,32.76866,0,218.4356,665.7482,884.1838,0,0,0,383.6286,630.1202,1013.749,0,0,16,0,0,0,0
44030,0,0,7945,32.77533,0,318.7264,337.2492,655.9756,0,0,0,550.7239,313.872,864.596,0,0,44,0,0,0,0
36061,3.411009,3.411009,11415,32.79509,3.411009,185.0201,180.0288,365.0489,16.70311,16.70311,16.70311,362.6036,177.5163,556.823,1,1,36,0,0,200.6476,982.5358
46008,0,0,10941,32.8176,0,118.9744,251.8446,370.819,0,0,0,500.3659,345.3347,845.7007,0,0,46,0,0,0,0
24056,1.039113,1.039113,49564,32.84016,1.039113,242.4177,332.3088,574.7266,1.225893,1.225893,1.225893,457.7352,453.3707,912.3318,1,1,24,28,0,61.1243,72.11137
24065,0,0,23550,32.84909,0,227.1186,740.8222,967.9408,0,0,0,405.3366,1024.387,1429.724,0,0,24,0,0,0,0
44182,1.04171,1.04171,20655,32.8717,1.04171,164.2708,1980.846,2145.117,1.81928,1.81928,1.81928,339.2162,679.0936,1020.129,1,1,44,53.9,4.3,61.27705,107.0165
14040,0,0,11384,32.92035,0,215.6401,319.6034,535.2435,0,0,0,395.7183,551.6888,947.4071,0,0,14,25.6,0,0,0
16020,4.554808,4.554808,8516,32.93215,4.554808,268.181,658.7535,926.9344,0,0,0,429.2165,647.528,1076.745,0,1,16,0,0,267.9299,0
32031,0,0,5989,32.93464,0,233.6914,460.4589,694.1503,0,0,0,386.4264,802.8304,1189.257,0,0,32,54.6,0,0,0
18047,.6333762,.6333762,68052,32.9371,.6333762,90.1747,3033.026,3123.2,.446309,.446309,.446309,201.6326,3369.47,3571.55,1,1,18,19.2,6.8,37.25743,26.25347
27019,0,0,1099,32.93904,0,245.5424,1233.373,1478.915,0,0,0,402.5242,842.3093,1244.833,0,0,27,0,0,0,0
28019,0,0,9823,32.9649,0,230.0063,509.6378,739.6442,0,0,0,403.6092,675.8265,1079.436,0,0,28,32.3,.1,0,0
28020,0,0,12935,32.97539,0,177.281,359.5014,536.7825,0,0,0,309.0884,421.8265,730.9149,0,0,28,23.5,0,0,0
43079,1.60749,1.60749,627896,32.97726,1.60749,224.2601,715.9948,940.2549,0,0,0,439.406,983.8929,1423.299,0,1,43,87.8,36.3,94.55821,0
35011,0,0,8271,32.99667,0,329.2417,898.092,1227.334,0,0,0,453.6482,1491.3,1944.948,0,0,35,0,0,0,0
35030,2.309207,2.309207,21138,33.00729,2.309207,187.1049,768.8045,955.9094,.7405219,.7405219,.7405219,373.838,611.5781,986.1566,1,1,35,50.1,0,135.8357,43.56011
44218,0,0,3820,33.01047,0,173.6535,1237.203,1410.857,0,0,0,282.4945,2126.069,2408.564,0,0,44,70.1,.9,0,0
6015,.9250295,.9250295,16072,33.08337,.9250295,302.2674,398.9781,701.2456,1.157922,1.157922,1.157922,631.6427,522.4016,1155.202,1,1,6,24.6,0,54.4135,68.11308
47060,1.400004,1.400004,33158,33.08435,1.400004,143.7801,437.8648,581.645,6.799202,6.799202,6.799202,298.886,350.0534,655.7387,1,1,47,32.6,4.3,82.3532,399.9531
35007,0,0,6055,33.11313,0,238.506,1123.67,1362.176,0,0,0,418.3836,1632.125,2050.509,0,0,35,0,0,0,0
49027,1.963713,1.963713,24951,33.12574,1.963713,178.6259,705.5447,884.1706,0,0,0,332.3513,304.6643,637.0156,0,1,49,23.7,2.2,115.5125,0
50012,0,0,16577,33.13854,0,263.2979,294.2139,557.5118,0,0,0,449.503,428.4422,877.9452,0,0,50,34.5,0,0,0
47005,0,0,23293,33.1461,0,58.81099,119.8312,178.6422,0,0,0,234.0005,174.8036,408.8041,0,0,47,9.3,22.7,0,0
45017,0,0,1745,33.18052,0,169.4303,796.353,965.7833,0,0,0,303.0898,561.0402,864.13,0,0,45,0,0,0,0
15024,0,0,17027,33.20804,0,129.9085,185.9311,315.8396,0,0,0,250.4067,282.0911,532.4978,0,0,15,15.3,0,0,0
25024,14.41066,18.28494,121220,33.21518,12.62398,211.4697,1387.755,1599.225,14.43284,16.03781,16.03781,407.0245,1977.15,2400.212,1,1,25,77.4,15.9,1075.585,943.4003
11145,0,0,24381,33.21918,0,173.0394,115.7464,288.7858,0,0,0,369.8018,231.2568,601.0585,0,0,11,39.2,28.1,0,0
19008,0,0,58829,33.22423,0,193.1259,1109.406,1302.532,8.822517,8.822517,8.822517,373.8223,1726.423,2109.068,1,0,19,66,24.7,0,518.9716
17045,0,0,7105,33.24397,0,271.1084,952.002,1223.11,0,0,0,433.5203,1069.247,1502.768,0,0,17,0,0,0,0
44035,6.256494,6.256494,9121,33.27475,6.256494,95.02982,1402.83,1497.86,0,0,0,190.9881,1646.538,1837.526,0,1,44,32.9,4.2,368.0291,0
16096,5.81855,5.81855,21869,33.28993,5.81855,220.5727,321.3889,541.9615,6.860925,6.860925,6.860925,405.8737,317.451,730.1857,1,1,16,29.7,0,342.2676,403.5838
47085,0,0,21902,33.29964,0,129.3219,313.7757,443.0976,0,0,0,346.84,409.9225,756.7625,0,0,47,0,59,0,0
23060,0,0,4588,33.30427,0,317.7759,338.7269,656.5027,0,0,0,717.328,388.5878,1105.916,0,0,23,0,0,0,0
39026,1.757065,1.757065,170754,33.30604,1.757065,283.2988,138.1981,421.4969,3.717923,3.717923,3.717923,537.1318,169.2926,710.1424,1,1,39,30.1,4.8,103.3568,218.7014
37005,.319284,.319284,17880,33.31269,.319284,267.8589,876.0677,1143.927,0,0,0,556.6205,553.7235,1110.344,0,1,37,62.5,2.4,18.78141,0
26109,0,0,20613,33.31312,0,360.9997,334.8419,695.8416,0,0,0,441.7708,386.9609,828.7317,0,0,26,41,.1,0,0
19038,0,0,23459,33.33765,0,99.68959,229.1715,328.8611,0,0,0,165.7895,562.4246,728.2141,0,0,19,34.5,28.1,0,0
47053,.7722746,.7722746,25035,33.3401,.7722746,160.0094,420.0522,580.0616,.9822342,.9822342,.9822342,427.734,887.3066,1316.023,1,1,47,11.7,17.7,45.42791,57.77848
19045,0,0,21981,33.36833,0,188.6565,946.3865,1135.043,1.641286,1.641286,1.641286,275.8409,287.4024,564.8846,1,0,19,22.1,27,0,96.54623
41032,0,0,60935,33.39743,0,124.2577,156.2598,280.5176,0,0,0,290.6006,293.7423,584.3429,0,0,41,44.8,17.2,0,0
23005,0,0,10441,33.398,0,147.9464,211.3471,359.2935,0,0,0,530.8857,245.7715,776.6572,0,0,23,0,.1,0,0
21019,2.100954,2.100954,39371,33.40442,2.100954,140.5841,1178.009,1318.593,0,0,0,276.7112,1808.328,2085.039,0,1,21,18.1,18.5,123.5855,0
10059,1.58916,1.58916,56231,33.42122,1.58916,217.3417,214.3436,431.6852,2.309181,2.309181,2.309181,603.4842,465.9056,1071.699,1,1,10,49.1,24.6,93.48001,135.8342
28021,0,0,16407,33.4399,0,262.9095,744.5139,1007.423,0,0,0,438.9959,833.7056,1272.702,0,0,28,21.1,0,0,0
50050,0,0,14495,33.44212,0,259.9592,212.2301,472.1893,1.805179,1.805179,1.805179,297.3562,222.3052,521.4666,1,0,50,48.3,0,0,106.187
39031,1.102332,1.102332,39458,33.45181,1.102332,195.314,208.7263,404.0403,0,0,0,390.7666,283.4609,674.2275,0,1,39,28.7,2.4,64.84306,0
50027,0,0,15518,33.47414,0,262.7295,320.845,583.5745,0,0,0,505.891,276.4437,782.3347,0,0,50,21.1,0,0,0
36040,3.142342,3.142342,29840,33.50375,3.142342,272.6319,419.1764,691.8083,3.532421,3.532421,3.532421,516.8477,253.4471,773.8272,1,1,36,43.3,.8,184.8436,207.7894
26042,0,0,19441,33.50625,0,299.8727,654.1483,954.0209,0,0,0,522.6454,393.3689,916.0143,0,0,26,50.1,1.2,0,0
44038,0,0,8443,33.51191,0,415.8092,937.9909,1353.8,0,0,0,545.676,1377.867,1923.543,0,0,44,76,6.2,0,0
18049,1.883034,1.883034,13666,33.5351,1.883034,203.3232,223.9306,427.2538,1.765786,1.765786,1.765786,353.237,242.5886,597.5915,1,1,18,41.2,4.2,110.7667,103.8698
44027,0,0,9205,33.54146,0,275.1664,276.6585,551.8249,0,0,0,565.38,327.0035,892.3835,0,0,44,0,1.8,0,0
18051,2.743748,2.743748,32991,33.55639,2.743748,201.5242,153.1406,354.6649,2.818129,2.818129,2.818129,331.2953,225.7339,559.8474,1,1,18,50.4,10.1,161.397,165.7723
37026,6.047898,6.047898,30094,33.55886,6.047898,298.6523,315.3107,613.963,12.12339,12.36867,12.36867,591.4874,435.5999,1039.456,1,1,37,50.2,5.1,355.7587,727.569
44043,0,0,41791,33.58814,0,256.709,192.5345,449.2436,1.024208,1.024208,1.024208,425.9127,367.4251,794.3621,1,0,44,42.5,10.7,0,60.24753
24051,0,0,14924,33.59275,0,190.7419,640.9122,831.6541,0,0,0,337.6287,713.7856,1051.414,0,0,24,0,.1,0,0
47088,0,0,14169,33.63681,0,129.5155,191.5437,321.0592,0,0,0,379.6685,289.1295,668.798,0,0,47,0,64.7,0,0
35012,0,0,5740,33.63685,0,119.989,1894.029,2014.018,0,0,0,385.0964,2484.803,2869.899,0,0,35,0,.3,0,0
26085,5.257991,5.257991,47215,33.63843,5.257991,64.13343,3529.905,3594.038,0,0,0,137.905,3203.926,3341.831,0,1,26,0,6,309.2936,0
44014,.2789136,.2789136,93989,33.70319,.2789136,122.8326,1963.876,2086.709,.3142598,.3142598,.3142598,254.5423,3350.137,3604.994,1,1,44,65.8,11.3,16.40668,18.48587
50004,.7917487,.7917487,11862,33.70354,.7917487,388.6544,364.1582,752.8126,0,0,0,602.9299,459.2006,1062.13,0,1,50,0,.1,46.57345,0
18003,13.03056,13.03056,8614,33.73228,13.03056,133.3266,241.3219,374.6484,17.31567,17.31567,17.31567,380.981,236.2225,634.5191,1,1,18,29.3,4.5,766.5037,1018.569
34045,1.930894,1.930894,36684,33.74309,1.930894,195.6862,160.7149,356.401,4.252406,4.252406,4.252406,454.0805,174.8825,633.2153,1,1,34,16.3,5.4,113.582,250.1415
16067,0,0,14187,33.7476,0,243.4792,877.796,1121.275,0,0,0,426.9434,1079.293,1506.237,0,0,16,22.8,0,0,0
17007,0,0,13183,33.7564,0,166.1446,479.4711,645.6157,10.98502,10.98502,10.98502,510.9149,672.3509,1194.251,1,0,17,25.6,1,0,646.1779
18105,0,0,15679,33.79505,0,186.4531,192.4716,378.9247,0,0,0,351.5255,268.1825,619.7081,0,0,18,45.4,11.5,0,0
47002,1.620699,1.620699,31102,33.85589,1.620699,90.0982,349.4778,439.576,0,0,0,209.9664,265.0461,475.0125,0,1,47,0,14.7,95.33522,0
34030,0,0,16538,33.87738,0,141.5667,289.0957,430.6624,0,0,0,304.3124,195.7428,500.0551,0,0,34,0,12.3,0,0
19012,0,0,6914,33.88334,0,91.18623,430.3661,521.5524,0,0,0,173.2658,326.2643,499.5302,0,0,19,0,6.3,0,0
26003,.7521645,.7521645,9073,33.88495,.7521645,226.6645,995.421,1222.085,0,0,0,408.9827,1070.943,1479.925,0,1,26,0,0,44.24497,0
42059,0,0,2768,33.90015,0,151.5961,2069.911,2221.507,0,0,0,302.4767,2786.266,3088.743,0,0,42,0,.4,0,0
26007,0,0,16262,33.92316,0,167.0494,311.5632,478.6126,0,0,0,474.8707,419.3283,894.199,0,0,26,23.8,.8,0,0
34079,.7148974,.7148974,69899,33.95369,.7148974,165.5993,183.4603,349.0596,.8686224,.8686224,.8686224,338.2987,146.7558,485.923,1,1,34,41.1,21,42.05279,51.09544
34099,8.762958,8.762958,22706,33.96243,8.762958,160.2541,211.1525,371.4066,10.34026,10.34026,10.34026,305.6014,201.7236,517.6653,1,1,34,0,4.9,515.4681,608.2504
26055,2.323368,2.323368,23501,33.97565,2.323368,222.2839,303.6575,525.9414,0,0,0,442.0931,292.8721,734.9652,0,1,26,25.5,.2,136.6687,0
47100,0,0,17115,33.9984,0,1550.824,671.9269,2222.751,2.569444,2.569444,2.569444,767.6443,1025.554,1795.768,1,0,47,100,18.9,0,151.1438
16005,0,0,11008,34.0046,0,218.0834,500.8817,718.9651,0,0,0,351.0078,678.9641,1029.972,0,0,16,26.8,0,0,0
44111,0,0,5555,34.03028,0,255.146,248.5223,503.6683,0,0,0,628.6777,223.2365,851.9142,0,0,44,0,.9,0,0
13017,0,0,952,34.03362,0,127.193,6589.136,6716.329,0,0,0,417.0445,1663.428,2080.472,0,0,13,0,0,0,0
1008,2.30367,2.30367,96246,34.06308,2.30367,172.7483,1113.036,1285.785,2.987235,2.987235,2.987235,355.9402,1131.064,1489.991,1,1,1,55.5,18.7,135.51,175.7197
11126,0,0,35792,34.07647,0,185.841,156.6209,342.4619,0,0,0,408.493,170.9786,579.4716,0,0,11,61.4,28.2,0,0
27044,50.93336,50.93336,5988,34.08019,50.93336,327.7553,762.8349,1090.59,27.60444,27.60444,27.60444,694.7397,802.0822,1524.426,1,1,27,0,.1,2996.08,1623.791
18042,0,0,30498,34.09996,0,250.0158,357.1958,607.2116,.2592198,.2592198,.2592198,458.1086,257.7889,716.1566,1,0,18,35.8,5.2,0,15.24822
28036,0,0,2745,34.14275,0,246.8353,331.5346,578.37,0,0,0,420.3318,430.0042,850.3359,0,0,28,0,0,0,0
44029,0,0,16752,34.17323,0,151.5939,295.1758,446.7697,0,0,0,210.6197,415.1371,625.7568,0,0,44,53.4,5,0,0
14075,0,0,20637,34.18507,0,261.5043,406.649,668.1533,1.388064,1.388064,1.388064,500.1334,407.6758,909.1973,1,0,14,19.9,0,0,81.65079
26103,0,0,9317,34.2003,0,335.2163,430.8487,766.065,0,0,0,540.3731,636.0815,1176.455,0,0,26,0,2.1,0,0
44086,0,0,9517,34.20161,0,233.5611,400.9467,634.5078,6.440823,6.440823,6.440823,450.1554,574.4689,1031.065,1,0,44,46.1,.2,0,378.8719
24068,10.04408,10.04408,11994,34.20324,10.04408,222.8594,635.6937,858.553,11.23693,11.23693,11.23693,385.3635,763.1299,1159.73,1,1,24,0,0,590.8284,660.9957
45019,21.61566,21.61566,8730,34.22294,21.61566,228.3531,732.1642,960.5174,0,0,0,512.8035,780.509,1293.313,0,1,45,0,.2,1271.509,0
44076,0,0,7970,34.23742,0,239.2654,964.122,1203.387,0,0,0,418.1683,1032.891,1451.059,0,0,44,35.5,4.8,0,0
16001,0,0,10807,34.24569,0,203.6397,553.1949,756.8346,0,0,0,369.7544,832.7258,1202.48,0,0,16,0,0,0,0
18112,4.666293,4.666293,4960,34.27419,4.666293,166.0591,249.0054,415.0645,4.299869,4.299869,4.299869,275.0159,232.765,512.0807,1,1,18,0,.1,274.4878,252.9335
28080,0,0,13458,34.27601,0,265.6549,579.4474,845.1024,0,0,0,323.7552,721.2303,1044.985,0,0,28,31,0,0,0
23057,5.231546,5.231546,6884,34.28239,5.231546,246.8594,182.1569,429.0163,6.735897,6.735897,6.735897,522.286,293.8016,822.8235,1,1,23,0,0,307.738,396.2292
21006,0,0,19462,34.29545,0,144.6388,251.2502,395.889,0,0,0,517.3161,293.7541,811.0702,0,0,21,0,20.2,0,0
44065,0,0,4457,34.3018,0,329.7858,907.3002,1237.086,0,0,0,616.9212,811.4529,1428.374,0,0,44,0,4.8,0,0
24058,0,0,16750,34.30962,0,276.7517,382.5123,659.264,0,0,0,513.9213,383.7608,897.6821,0,0,24,0,1,0,0
24032,2.667224,2.667224,15808,34.31866,2.667224,224.3102,677.5724,901.8827,2.647715,2.647715,2.647715,374.977,1274.503,1652.128,1,1,24,21.7,0,156.8955,155.7479
10001,3.289966,3.289966,77082,34.33724,3.289966,326.9619,424.2552,751.2171,1.380627,1.380627,1.380627,510.3084,591.6623,1103.351,1,1,10,49.6,26.2,193.5274,81.21335
24064,0,0,22709,34.37998,0,270.3481,723.4009,993.749,0,0,0,383.4009,849.6669,1233.068,0,0,24,19.7,0,0,0
28061,0,0,8395,34.3966,0,193.2648,813.8361,1007.101,0,0,0,344.0396,1163.873,1507.912,0,0,28,0,0,0,0
19055,0,0,61243,34.39795,0,129.3432,146.2617,275.6049,0,0,0,284.0394,185.8038,469.8431,0,0,19,52.1,17.1,0,0
11020,0,0,10213,34.3996,0,135.6564,462.7634,598.4198,0,0,0,264.9603,895.2444,1160.205,0,0,11,32.8,39.8,0,0
50058,0,0,34490,34.41085,0,381.5533,257.3568,638.91,0,0,0,721.091,316.6701,1037.761,0,0,50,0,0,0,0
