oldcode,total_pop_80,pop16_19_80,pop18_24_80,pop25plus_80,pop18plus_80,hsplus_25plus_80,somecollege_25plus_80,collegeplus_25plus_80,hsplus_18plus_80,somecollege_18plus_80,collegeplus_18plus_80,hsplus_18_24_80,somecollege_18_24_80,collegeplus_18_24_80,inschool_16_19_80,pctinschool_16_19_80,pcthsplus_18_24_80,pctsomecollege_18_24_80,pctcollegeplus_18_24_80,pcthsplus_25plus_80,pctsomecollege_25plus_80,pctcollegeplus_25plus_80,povrate60
10050,576863,32646,55777,397157,452934,280793,139836,67903,321563,155601,71294,40770,15765,3391,20358,.6235986,.7309464,.2826434,.0607957,.7070075,.3520925,.1709727,27.65751
10051,193643,9331,14121,143523,157644,80091,27162,9804,89412,30067,10192,9321,2905,388,5616,.6018648,.6600807,.205722,.0274768,.558036,.1892519,.0683096,39.68065
10052,728531,38419,65112,524492,589604,358353,169245,76706,406363,187602,79981,48010,18357,3275,25433,.6619902,.7373449,.2819296,.0502979,.6832383,.3226837,.1462482,24.54194
10053,321652,23406,38479,195301,233780,116766,49642,22298,142733,58467,23561,25967,8825,1263,14541,.621251,.6748356,.2293459,.0328231,.5978771,.254182,.1141725,31.15786
10054,50549,3415,5092,31053,36145,17175,6404,2505,20546,7409,2602,3371,1005,97,2146,.6284041,.6620188,.1973684,.0190495,.5530866,.2062281,.0806685,41.74154
10055,51303,3761,6108,31827,37935,20997,9770,4584,24885,11347,4860,3888,1577,276,2415,.6421165,.6365423,.258186,.0451866,.6597229,.3069721,.1440286,37.13752
10056,87182,5470,9412,54887,64299,34406,14521,5979,40284,16487,6220,5878,1966,241,3185,.5822669,.6245219,.2088823,.0256056,.6268516,.2645617,.1089329,32.32462
10057,55988,4459,7837,30843,38680,21446,9439,4451,27659,11629,5095,6213,2190,644,3233,.7250504,.7927778,.2794437,.0821743,.6953279,.3060338,.1443115,30.51543
10058,202251,9969,16715,150154,166869,110187,55002,26637,122951,59470,27470,12764,4468,833,6308,.6327615,.7636255,.2673048,.0498355,.7338266,.3663039,.1773979,23.5596
10059,179752,12839,19099,108072,127171,82349,43339,21116,97067,49414,22349,14718,6075,1233,9217,.7178908,.7706162,.3180795,.0645584,.7619827,.4010197,.1953883,33.42122
10060,24272,1878,3110,14818,17928,7598,2300,1031,9652,2717,1072,2054,417,41,1033,.5500532,.6604502,.1340836,.0131833,.5127547,.1552166,.0695775,52.28672
10061,22287,1614,2221,13109,15330,6989,2248,855,8508,2545,915,1519,297,60,972,.6022305,.6839262,.1337235,.0270149,.5331452,.1714852,.0652224,51.76114
10062,16532,1108,1834,9608,11442,5051,1782,823,6292,2100,904,1241,318,81,779,.7030686,.676663,.1733915,.0441658,.5257077,.1854704,.0856578,43.6123
10063,10166,723,1634,6371,8005,3627,1538,373,4360,1660,375,733,122,2,315,.4356847,.4485924,.0746634,.001224,.5692984,.2414064,.0585465,42.27534
10064,258762,16944,29649,173814,203463,115666,51988,22532,139080,62045,23689,23414,10057,1157,11425,.67428,.7897062,.339202,.0390232,.6654585,.2991014,.1296328,29.91577
10065,10887,748,1102,6268,7370,3551,1113,529,4339,1203,534,788,90,5,478,.6390374,.7150635,.0816697,.0045372,.5665284,.1775686,.0843969,60.23081
10066,21300,1420,2117,13442,15559,6826,2737,1290,8285,3086,1362,1459,349,72,939,.6612676,.6891828,.1648559,.0340104,.5078113,.2036155,.0959679,51.25796
10067,14509,968,1372,8827,10199,4506,1350,552,5351,1532,559,845,182,7,646,.6673554,.6158892,.1326531,.005102,.5104792,.1529398,.0625354,58.23049
11001,15565,1183,1812,8386,10198,3485,1181,544,4756,1377,594,1271,196,50,695,.5874894,.7014349,.1081678,.0275938,.4155736,.14083,.06487,61.66511
11002,6141,550,713,3325,4038,1168,354,166,1593,446,175,425,92,9,372,.6763636,.5960729,.1290323,.0126227,.3512782,.1064662,.0499248,68.26228
11003,9379,682,959,5186,6145,2163,628,356,2873,734,370,710,106,14,393,.5762463,.7403545,.1105318,.0145985,.4170845,.1210953,.0686464,58.15068
11004,3808,279,469,2061,2530,597,209,101,884,242,101,287,33,0,186,.6666667,.6119403,.0703625,0,.2896652,.1014071,.0490053,74.05536
11005,34686,3534,5773,19248,25021,10172,5143,2960,14022,6806,3298,3850,1663,338,2105,.5956423,.6668977,.2880651,.0585484,.5284705,.2671966,.1537822,40.46675
11006,8702,533,969,5133,6102,2028,567,256,2570,669,276,542,102,20,246,.4615385,.5593395,.1052632,.0206398,.3950906,.1104617,.0498734,43.5506
11007,21354,1517,2449,12289,14738,4633,1950,921,6024,2295,1005,1391,345,84,770,.5075808,.5679869,.1408738,.0342997,.3770038,.1586785,.0749451,40.52525
11008,40760,2730,4492,23298,27790,9289,3341,1468,11864,3897,1568,2575,556,100,1394,.5106227,.5732413,.1237756,.0222618,.3987038,.1434029,.0630097,40.35842
11009,16000,1014,1775,9361,11136,4039,1677,754,5048,1937,809,1009,260,55,540,.5325444,.5684507,.1464789,.0309859,.431471,.1791475,.080547,50.52298
11010,13525,1024,1565,7786,9351,3201,1027,457,4046,1200,500,845,173,43,621,.6064453,.5399361,.1105431,.027476,.4111225,.1319034,.0586951,55.39621
11011,150256,11241,19573,86567,106140,48292,21947,11273,62266,27100,12324,13974,5153,1051,8123,.7226225,.7139426,.2632708,.0536964,.5578569,.2535262,.1302228,31.8585
11012,10767,1235,1684,5932,7616,2787,1176,532,4131,1663,595,1344,487,63,1041,.842915,.7980998,.2891924,.0374109,.4698247,.1982468,.0896831,48.47461
11013,8701,635,971,4726,5697,2264,526,226,2919,624,228,655,98,2,385,.6062992,.6745623,.1009269,.0020597,.4790521,.1112992,.0478206,51.87983
11014,15255,1158,1664,8457,10121,3341,1266,638,4515,1483,681,1174,217,43,716,.6183074,.7055289,.1304087,.0258413,.3950574,.1496985,.0754405,64.91758
11015,10175,856,1214,5422,6636,2271,629,237,2974,749,269,703,120,32,449,.5245327,.5790774,.0988468,.0263591,.4188491,.1160089,.0437108,59.32549
11016,35785,4217,8084,17819,25903,9250,4919,2788,16258,8715,3155,7008,3796,367,3334,.7906094,.8668976,.4695695,.0453983,.5191088,.2760536,.1564622,53.25795
11017,19349,1567,2360,10191,12551,3929,1702,800,5272,2012,892,1343,310,92,996,.6356094,.5690678,.1313559,.0389831,.3855363,.1670101,.0785006,70.03029
11018,13665,1135,2003,7614,9617,3319,1091,487,4537,1302,519,1218,211,32,629,.554185,.6080879,.105342,.015976,.4359075,.1432887,.0639611,58.1553
11019,5717,503,696,3152,3848,1095,509,226,1565,650,240,470,141,14,364,.723658,.6752874,.2025862,.0201149,.3473985,.1614848,.0717005,73.48635
11020,13371,1060,1799,7062,8861,3637,1388,577,4914,1664,600,1277,276,23,694,.654717,.7098388,.1534186,.0127849,.5150099,.1965449,.0817049,34.3996
11021,7518,500,740,4521,5261,1841,846,409,2244,948,427,403,102,18,304,.608,.5445946,.1378378,.0243243,.4072108,.1871267,.0904667,61.44472
11022,56346,4927,8480,30973,39453,14521,6376,3471,20664,8986,3800,6143,2610,329,3389,.6878425,.7244104,.307783,.0387972,.4688277,.2058567,.1120653,38.8708
11023,36991,2629,4177,21414,25591,11930,4125,1554,14632,4858,1631,2702,733,77,1580,.600989,.6468757,.1754848,.0184343,.5571122,.192631,.0725693,25.59837
11024,7343,582,842,3802,4644,1656,490,210,2169,528,214,513,38,4,354,.6082474,.6092637,.0451306,.0047506,.4355602,.1288795,.0552341,47.57814
11025,202226,15374,27586,114459,142045,69327,33297,16173,88619,39792,17554,19292,6495,1381,10126,.6586444,.6993402,.2354455,.0500616,.6056929,.2909077,.1412995,31.08258
11026,21732,4307,8860,7137,15997,5841,2786,1456,11787,3776,1741,5946,990,285,420,.0975157,.6711061,.1117381,.032167,.8184111,.3903601,.2040073,22.37376
11027,21856,1403,2255,13132,15387,4506,1663,770,5756,1869,822,1250,206,52,675,.4811119,.5543237,.0913526,.0230599,.3431313,.1266372,.0586354,36.79816
11028,51699,3301,5648,29178,34826,15198,6430,2828,18731,7326,3042,3533,896,214,1859,.5631627,.6255311,.1586402,.0378895,.5208719,.2203715,.0969223,39.9903
11029,74498,8158,22377,35790,58167,24136,16974,12523,44407,32120,15367,20271,15146,2844,7031,.8618534,.9058855,.6768557,.1270948,.6743783,.4742666,.3499022,35.01804
11030,3553,248,378,2071,2449,771,361,202,968,395,216,197,34,14,133,.5362903,.521164,.0899471,.037037,.3722839,.1743119,.0975374,64.9025
11031,150357,11426,19864,81077,100941,53925,21293,8382,68144,25480,9143,14219,4187,761,6967,.6097497,.7158176,.2107833,.0383105,.6651085,.2626269,.1033832,18.5548
11032,6660,514,795,3551,4346,1220,445,231,1672,543,261,452,98,30,273,.5311284,.5685534,.1232704,.0377358,.3435652,.1253168,.0650521,63.71553
11033,297718,20632,36683,174075,210758,125848,72428,39990,154329,84513,43040,28481,12085,3050,13834,.6705118,.7764087,.3294442,.0831448,.7229527,.4160735,.2297286,16.95365
11034,26894,2228,3660,14532,18192,6301,2881,1190,8702,3602,1283,2401,721,93,1426,.6400359,.6560109,.1969945,.0254098,.4335948,.1982521,.0818882,55.13801
11035,35376,2617,3743,20220,23963,9119,3693,1690,11487,4302,1785,2368,609,95,1756,.6709973,.6326476,.1627037,.0253807,.4509891,.182641,.0835806,47.43382
11036,40118,3102,4768,21862,26630,14701,6972,3362,17927,7892,3559,3226,920,197,2133,.6876209,.676594,.192953,.0413171,.6724454,.3189095,.1537828,46.55434
11037,13490,1058,1384,7556,8940,2927,985,427,3814,1186,446,887,201,19,652,.6162571,.640896,.1452312,.0137283,.3873743,.13036,.0565114,54.27484
11038,39268,2837,4100,22744,26844,10493,4455,2237,13272,5111,2424,2779,656,187,1751,.6172013,.6778049,.16,.0456098,.4613524,.1958758,.0983556,44.84414
11039,7684,611,945,4180,5125,1694,504,272,2310,624,312,616,120,40,382,.6252046,.6518518,.1269841,.042328,.4052632,.1205742,.0650718,64.60905
11040,19489,1534,2214,10807,13021,4874,2079,970,6133,2401,1032,1259,322,62,885,.5769231,.568654,.1454381,.0280036,.451004,.1923753,.0897566,55.86949
11041,12318,1006,1686,6814,8500,2980,1135,532,4113,1481,575,1133,346,43,657,.6530815,.6720048,.2052194,.0255042,.4373349,.1665688,.0780746,45.31809
11042,4774,365,477,2826,3303,1036,312,125,1280,369,152,244,57,27,213,.5835617,.5115304,.1194969,.0566038,.3665959,.1104034,.0442321,62.1311
11043,25495,1983,2953,13930,16883,6330,2481,1164,7999,2965,1245,1669,484,81,1347,.6792738,.5651879,.1639011,.0274297,.4544149,.1781048,.0835607,53.10465
11044,483024,36686,66844,281440,348284,216405,137075,78569,271181,166053,86541,54776,28978,7972,28225,.769367,.8194602,.4335169,.1192628,.7689205,.4870487,.2791679,14.10751
11045,16955,1296,1735,9850,11585,3958,1569,647,5107,1845,692,1149,276,45,854,.6589506,.6622478,.1590778,.0259366,.4018274,.1592893,.0656853,50.90573
11046,10826,852,1260,5953,7213,2020,1039,473,2719,1232,517,699,193,44,603,.7077465,.5547619,.1531746,.0349206,.3393247,.1745338,.0794557,65.4229
11047,100718,8722,14249,52118,66367,30465,14857,7411,40168,18320,7969,9703,3463,558,5715,.6552396,.6809601,.2430346,.0391606,.5845389,.2850647,.1421966,36.34142
11048,54573,3896,5750,29909,35659,17155,6202,2712,20990,7076,2900,3835,874,188,2035,.5223306,.6669565,.152,.0326957,.5735732,.2073623,.090675,37.2528
11049,13158,1007,1382,7176,8558,2783,1131,614,3525,1347,651,742,216,37,715,.7100298,.536903,.1562952,.0267728,.3878205,.1576087,.085563,71.5274
11050,2297,181,276,1231,1507,505,119,48,662,142,59,157,23,11,107,.5911602,.5688406,.0833333,.0398551,.4102356,.0966694,.0389927,60.37167
11051,18327,1462,2025,9979,12004,4651,1283,517,5855,1470,555,1204,187,38,865,.5916553,.5945679,.0923457,.0187654,.4660788,.12857,.0518088,43.85122
11052,18758,1366,2102,11068,13170,4586,1668,875,5914,2003,958,1328,335,83,875,.6405564,.6317793,.159372,.0394862,.4143477,.1507047,.0790567,46.7635
11053,20795,1502,2259,11715,13974,4503,1757,848,5747,2082,890,1244,325,42,913,.6078562,.5506861,.143869,.0185923,.384379,.1499787,.0723858,54.64649
11054,8428,682,990,4635,5625,1997,752,334,2683,912,379,686,160,45,461,.6759531,.6929293,.1616162,.0454545,.4308522,.1622438,.0720604,56.28926
11055,14748,838,1261,9494,10755,3886,1230,496,4699,1372,535,813,142,39,516,.6157518,.6447264,.112609,.0309278,.4093111,.1295555,.0522435,47.66743
11056,29043,2046,2417,16950,19367,12426,6122,2796,14192,6708,2932,1766,586,136,1610,.7869013,.7306578,.2424493,.0562681,.7330974,.3611799,.1649558,43.84662
11057,79800,5981,10074,47494,57568,23165,10171,5592,30169,12874,6076,7004,2703,484,4002,.6691189,.6952551,.2683145,.0480445,.4877458,.2141534,.1177412,29.44163
11058,27958,1932,3136,15947,19083,8099,3185,1388,10146,3722,1529,2047,537,141,1123,.5812629,.6527423,.1712372,.0449617,.5078698,.1997241,.0870383,41.6585
11059,15185,1125,1752,9139,10891,3467,1540,719,4573,1938,784,1106,398,65,708,.6293333,.6312785,.2271689,.0371005,.3793632,.1685086,.0786738,48.02406
11060,589904,42107,82485,348083,430568,229744,137606,79927,293349,169864,87683,63605,32258,7756,30425,.7225639,.7711099,.3910772,.0940292,.6600265,.3953252,.2296205,29.11679
11061,11110,738,1203,6743,7946,2527,929,444,3132,1091,473,605,162,29,382,.5176152,.5029094,.1346633,.0241064,.374759,.1377725,.0658461,58.40959
11062,2382,150,273,1470,1743,468,151,70,617,160,70,149,9,0,76,.5066667,.5457876,.032967,0,.3183673,.1027211,.047619,61.57254
11063,54981,4358,6588,32188,38776,19914,9652,4785,24222,10889,5076,4308,1237,291,2619,.6009638,.6539162,.1877656,.0441712,.6186778,.2998633,.1486579,31.53548
11064,30070,2182,3299,17239,20538,7264,2591,1175,9238,3016,1231,1974,425,56,1240,.568286,.5983632,.1288269,.0169748,.4213701,.1502987,.0681594,42.83241
11065,19845,1525,2164,11184,13348,4547,1720,783,5735,2001,866,1188,281,83,837,.5488524,.5489833,.1298521,.0383549,.406563,.1537911,.0700107,57.50694
11066,11391,801,1271,6414,7685,2237,840,405,2962,997,453,725,157,48,504,.6292135,.570417,.1235248,.0377655,.3487683,.1309635,.0631431,58.15844
11067,166903,10601,17726,95185,112911,68294,36943,17984,81683,41823,19194,13389,4880,1210,7111,.6707858,.7553312,.2753018,.0682613,.717487,.3881179,.1889373,31.71692
11068,25020,2464,4144,14105,18249,6133,2666,1312,8429,3288,1400,2296,622,88,1228,.4983766,.5540541,.1500965,.0212355,.4348103,.189011,.0930167,40.6317
11069,75649,5525,9064,44237,53301,21295,10469,5377,27187,12490,5787,5892,2021,410,3172,.5741177,.6500441,.22297,.0452339,.4813844,.2366571,.1215498,37.60048
11070,9466,788,1088,5001,6089,1678,628,320,2351,808,343,673,180,23,599,.7601523,.6185662,.1654412,.0211397,.3355329,.1255749,.0639872,72.45093
11071,18422,1313,1931,11003,12934,4623,1735,758,5871,2025,764,1248,290,6,838,.6382331,.6462973,.1501812,.0031072,.4201581,.1576843,.0688903,39.62173
11072,15464,1176,1534,9372,10906,4658,2344,1108,5551,2607,1156,893,263,48,775,.6590136,.5821382,.1714472,.0312907,.4970124,.2501067,.1182245,54.99448
11073,18585,1269,1969,10933,12902,4167,1740,838,5375,1983,897,1208,243,59,790,.6225374,.6135094,.1234129,.0299644,.3811397,.1591512,.0766487,47.48252
11074,6520,449,728,3762,4490,1336,487,164,1770,586,175,434,99,11,210,.467706,.5961539,.135989,.0151099,.3551303,.1294524,.0435938,54.85247
11075,36309,2660,3964,20964,24928,11405,4469,1981,14001,5233,2175,2596,764,194,1639,.6161654,.6548941,.1927346,.0489405,.5440279,.213175,.0944953,46.21779
11076,77605,6809,10783,41683,52466,28696,12021,5517,36572,14009,5863,7876,1988,346,4547,.6677926,.730409,.1843643,.0320875,.6884341,.288391,.1323561,26.81287
11077,8988,722,853,5201,6054,2056,749,296,2664,968,316,608,219,20,489,.6772853,.7127784,.2567409,.0234467,.3953086,.1440108,.0569121,66.86858
11078,25343,1840,2905,14693,17598,5976,2265,1169,7602,2772,1275,1626,507,106,1070,.5815217,.5597246,.1745267,.0364888,.4067243,.154155,.0795617,41.32634
11079,7553,585,800,4411,5211,1828,757,406,2373,872,442,545,115,36,377,.6444445,.68125,.14375,.045,.4144185,.1716164,.0920426,66.41353
11080,11473,870,1289,6347,7636,2572,907,471,3378,1108,497,806,201,26,477,.5482759,.6252909,.1559348,.0201707,.4052308,.1429022,.0742083,52.78414
11081,18403,1422,2085,10183,12268,3710,1508,696,5059,1713,736,1349,205,40,916,.6441631,.6470024,.0983213,.0191847,.3643327,.14809,.0683492,66.04118
11082,8841,768,1045,4912,5957,1729,777,343,2300,895,366,571,118,23,502,.6536458,.5464115,.1129187,.0220096,.3519951,.158184,.069829,58.32802
11083,8660,570,975,4974,5949,1742,582,307,2334,659,317,592,77,10,352,.6175439,.6071795,.0789744,.0102564,.3502212,.1170084,.0617209,49.60602
11084,16579,1324,1931,9365,11296,5079,1958,989,6503,2303,1019,1424,345,30,875,.6608762,.7374417,.1786639,.015536,.5423385,.2090763,.105606,50.09805
11085,12215,1156,1439,7055,8494,3221,1307,565,4222,1557,571,1001,250,6,824,.7128028,.695622,.1737318,.0041696,.4565556,.1852587,.080085,42.96898
11086,5654,476,660,3029,3689,1193,462,160,1554,543,166,361,81,6,301,.6323529,.5469697,.1227273,.0090909,.3938594,.1525256,.0528227,60.91278
11087,36990,2870,4083,21391,25474,9779,4166,2098,12205,4666,2210,2426,500,112,1815,.6324042,.5941709,.122459,.0274308,.4571549,.1947548,.0980786,52.10479
11088,11684,889,1492,6213,7705,3363,1464,578,4417,1715,645,1054,251,67,594,.6681665,.7064343,.1682306,.0449062,.5412844,.235635,.0930307,60.76637
11089,37583,4575,11833,14581,26414,10121,3980,1800,18914,5344,2141,8793,1364,341,1229,.2686339,.7430913,.1152709,.0288177,.6941225,.272958,.1234483,51.1956
11090,6716,535,794,3873,4667,1591,557,281,2148,657,301,557,100,20,340,.635514,.7015113,.1259446,.0251889,.4107927,.1438162,.0725536,66.88519
11091,4524,443,721,2284,3005,1054,301,145,1600,403,162,546,102,17,246,.5553048,.7572815,.1414702,.0235784,.4614711,.1317863,.0634851,62.35183
11092,67972,5847,11139,35508,46647,20264,9319,4671,28639,12934,5148,8375,3615,477,3983,.681204,.7518628,.3245354,.0428225,.5706883,.2624479,.1315478,40.91101
11093,10762,1252,2120,5703,7823,2461,1043,561,4159,1937,626,1698,894,65,912,.7284345,.8009434,.4216981,.0306604,.4315273,.1828862,.0983693,50.50414
11094,18546,1529,2202,10421,12623,4364,1629,859,5711,2069,916,1347,440,57,830,.5428385,.6117166,.1998183,.0258856,.4187698,.156319,.0824297,52.50098
11095,8046,702,954,4333,5287,1793,598,262,2325,683,273,532,85,11,446,.6353276,.557652,.0890985,.0115304,.4138011,.1380106,.0604662,66.33758
11096,14003,1093,1647,7581,9228,2670,1251,604,3669,1557,697,999,306,93,709,.6486734,.6065574,.1857924,.0564663,.3521963,.1650178,.0796729,64.37058
11097,17747,1216,1980,10250,12230,4370,1651,768,5627,1944,823,1257,293,55,767,.6307566,.6348485,.1479798,.0277778,.4263415,.1610732,.0749268,54.89691
11098,5297,437,609,2910,3519,1048,385,178,1461,436,182,413,51,4,265,.6064073,.6781609,.0837438,.0065681,.3601375,.1323024,.0611684,69.71467
11099,21229,1606,2415,11872,14287,4681,1715,843,6022,1913,909,1341,198,66,915,.5697385,.5552795,.0819876,.0273292,.3942891,.1444575,.0710074,56.30407
11100,7038,532,774,4000,4774,1664,712,284,2086,801,307,422,89,23,391,.7349624,.5452197,.1149871,.0297158,.416,.178,.071,62.96948
11101,21114,1806,2414,11130,13544,4390,1840,830,5700,2158,897,1310,318,67,1201,.6650056,.5426677,.1317316,.0277548,.3944295,.165319,.0745732,55.26159
11102,14610,1150,1843,8461,10304,3849,1459,795,5185,1976,872,1336,517,77,877,.7626087,.7249051,.2805209,.0417797,.4549108,.1724382,.0939605,50.58392
11103,7011,635,1199,3736,4935,1566,514,266,2322,772,287,756,258,21,430,.6771653,.6305254,.2151793,.0175146,.4191649,.1375803,.0711991,63.67847
11104,11572,953,1308,6414,7722,2634,1229,615,3357,1447,649,723,218,34,617,.6474292,.5527523,.1666667,.0259939,.4106642,.1916121,.095884,54.1145
11105,19685,1507,2446,10690,13136,3866,1236,545,5106,1463,594,1240,227,49,636,.4220305,.5069501,.0928046,.0200327,.3616464,.1156221,.0509822,44.9267
11106,170108,15189,26050,93795,119845,57097,26533,12088,74864,32615,13350,17767,6082,1262,8229,.5417737,.6820346,.2334741,.0484453,.6087425,.2828829,.1288768,30.34513
11107,34489,2972,4190,19088,23278,8608,3366,1651,11366,4151,1791,2758,785,140,1968,.6621804,.6582339,.1873508,.0334129,.4509639,.1763412,.0864941,40.1711
11108,12427,860,1553,7088,8641,4259,2396,1500,5314,2962,1619,1055,566,119,564,.6558139,.6793303,.3644559,.0766259,.6008747,.3380361,.2116253,45.44531
11109,8929,638,1052,5109,6161,2177,843,484,2866,955,502,689,112,18,389,.6097178,.654943,.1064639,.0171103,.4261108,.1650029,.0947348,58.75778
11110,26110,1849,3027,14619,17646,6090,1710,628,7943,2187,722,1853,477,94,1027,.5554354,.6121572,.1575818,.0310538,.4165812,.1169711,.0429578,35.86393
11111,19151,1787,2901,10067,12968,5136,2624,1445,7161,3575,1574,2025,951,129,1309,.7325126,.6980352,.327818,.0444674,.5101818,.2606536,.1435383,47.6771
11112,11652,872,1333,7033,8366,2665,1074,483,3311,1178,510,646,104,27,415,.4759174,.4846212,.0780195,.0202551,.3789279,.1527087,.0686762,48.79588
11113,11897,836,1285,6667,7952,3102,1065,457,3992,1200,497,890,135,40,445,.5322967,.692607,.1050584,.0311284,.4652767,.159742,.0685466,54.55408
11114,8937,692,953,5220,6173,2449,946,454,3044,1104,479,595,158,25,433,.6257225,.6243442,.1657922,.0262329,.4691571,.1812261,.0869732,54.49401
11115,32386,2344,3699,19152,22851,7609,2576,1091,9968,3076,1181,2359,500,90,1281,.5465017,.63774,.1351717,.0243309,.3972953,.1345029,.0569653,39.99345
11116,8950,646,1010,5187,6197,2376,1104,445,3048,1280,465,672,176,20,425,.6578947,.6653466,.1742574,.019802,.4580683,.2128398,.0857914,43.84823
11117,10295,768,1185,5995,7180,2777,1098,552,3526,1254,570,749,156,18,449,.5846354,.6320675,.1316456,.0151899,.4632193,.1831526,.0920767,57.1544
11118,2357,173,265,1342,1607,481,187,88,609,214,88,128,27,0,111,.6416185,.4830189,.1018868,0,.3584203,.1393443,.0655738,73.07548
11119,10466,639,1063,6641,7704,3072,1454,759,3791,1639,801,719,185,42,389,.6087637,.6763876,.1740357,.0395108,.4625809,.2189429,.11429,49.55429
11120,9599,886,1227,5363,6590,1910,838,357,2803,1068,399,893,230,42,584,.6591422,.7277914,.1874491,.0342298,.356144,.1562558,.0665672,65.73708
11121,181629,17411,31841,97580,129421,59884,28610,14469,82473,35522,16386,22589,6912,1917,8087,.4644765,.7094312,.2170786,.0602054,.6136913,.2931953,.1482783,37.12339
11122,36747,2613,3730,20774,24504,13180,5760,2618,15668,6554,2806,2488,794,188,1835,.7022579,.6670241,.2128686,.0504021,.6344469,.2772697,.1260229,40.14885
11123,3433,276,352,1874,2226,831,325,157,1072,428,192,241,103,35,196,.7101449,.6846591,.2926136,.0994318,.4434365,.1734258,.083778,71.00592
11124,14043,1110,1646,7999,9645,3321,1307,592,4395,1594,631,1074,287,39,732,.6594595,.6524909,.1743621,.0236938,.4151769,.1633954,.0740093,61.17557
11125,9057,773,915,5152,6067,2209,851,374,2781,1032,431,572,181,57,550,.7115136,.6251366,.1978142,.0622951,.4287655,.1651786,.0725932,62.7274
11126,47899,3461,5316,27425,32741,12181,5117,2475,14950,5942,2639,2769,825,164,2287,.6607917,.5208803,.1551919,.0308503,.4441568,.1865816,.0902461,34.07647
11127,21763,1472,2587,12968,15555,5614,2579,1280,7333,3280,1408,1719,701,128,924,.6277174,.6644762,.2709702,.0494782,.4329118,.1988741,.0987045,39.88405
11128,5896,554,615,3272,3887,1174,514,252,1558,599,257,384,85,5,407,.734657,.6243902,.1382114,.0081301,.358802,.1570905,.0770171,68.898
11129,29360,2542,4368,15836,20204,7426,4026,2215,10571,5300,2332,3145,1274,117,1869,.7352479,.7200091,.2916667,.0267857,.4689316,.2542309,.1398712,55.16456
11130,6536,536,756,3695,4451,1489,531,295,1974,588,321,485,57,26,375,.6996269,.6415344,.0753968,.0343915,.402977,.1437077,.0798376,67.09367
11131,2032,130,192,1268,1460,318,136,69,398,155,74,80,19,5,83,.6384615,.4166667,.0989583,.0260417,.2507886,.1072555,.0544164,67.03959
11132,18134,1280,2118,10893,13011,4834,1659,563,6152,1984,615,1318,325,52,759,.5929688,.6222852,.1534466,.0245515,.4437712,.1522996,.0516846,56.21688
11133,7902,708,967,4476,5443,1612,646,329,2187,797,354,575,151,25,495,.6991525,.5946226,.1561531,.0258532,.360143,.1443253,.0735031,64.34201
11134,11445,853,1225,6679,7904,2644,1125,540,3391,1285,556,747,160,16,552,.6471278,.6097959,.1306122,.0130612,.3958676,.1684384,.0808504,61.86502
11135,12017,1091,1458,6529,7987,2433,1170,586,3218,1405,601,785,235,15,700,.6416132,.5384088,.1611797,.0102881,.3726451,.1792005,.0897534,66.79115
11136,38098,3176,4472,21579,26051,10498,4608,2411,13399,5164,2554,2901,556,143,1888,.5944585,.648703,.1243292,.0319767,.4864915,.2135409,.111729,47.24321
11137,32862,3142,4933,17488,22421,7957,3954,2017,11288,5210,2156,3331,1256,139,2318,.7377467,.6752483,.2546118,.0281776,.4549977,.2260979,.1153362,52.83723
11138,22592,1708,2514,12577,15091,5535,2411,1163,7177,2785,1242,1642,374,79,1151,.6738876,.6531424,.1487669,.031424,.440089,.1916991,.0924704,51.81549
11139,5638,660,859,3494,4353,1574,680,346,2298,887,357,724,207,11,556,.8424242,.8428405,.2409779,.0128056,.4504865,.1946193,.0990269,55.80585
11140,6087,455,613,3436,4049,1134,431,214,1462,512,214,328,81,0,249,.5472528,.5350734,.132137,0,.3300349,.1254366,.0622817,63.66039
11141,50003,3274,5978,29186,35164,12201,5528,3181,15856,6805,3486,3655,1277,305,2017,.616066,.6114085,.2136166,.0510204,.4180429,.1894059,.1089906,40.5028
11142,9510,675,1048,5180,6228,2063,844,406,2666,983,426,603,139,20,370,.5481482,.5753817,.1326336,.019084,.3982626,.1629344,.0783784,60.27165
11143,9354,784,1251,4932,6183,1656,509,251,2468,659,266,812,150,15,489,.6237245,.6490808,.1199041,.0119904,.3357664,.1032036,.0508921,54.52171
11144,9390,667,974,5779,6753,2233,1027,462,2796,1128,467,563,101,5,376,.5637181,.5780287,.1036961,.0051335,.386399,.1777124,.0799446,63.57719
11145,25998,1944,2802,15826,18628,6562,2499,1119,8019,2901,1183,1457,402,64,1224,.6296296,.5199857,.1434689,.0228408,.4146341,.1579047,.0707064,33.21918
11146,56470,3828,6215,33427,39642,14922,4920,2011,18792,5841,2194,3870,921,183,2180,.569488,.622687,.1481899,.0294449,.4464056,.1471864,.0601609,30.48208
11147,31211,2308,3410,17482,20892,6646,2522,1284,8515,2865,1343,1869,343,59,1265,.5480936,.5480939,.1005865,.0173021,.3801624,.1442627,.073447,44.09373
11148,37180,2716,4042,21372,25414,10087,4379,2137,12646,5035,2238,2559,656,101,1771,.6520619,.6331024,.1622959,.0249876,.4719727,.2048943,.0999906,37.17169
11149,6583,540,704,3762,4466,1174,431,284,1512,493,291,338,62,7,302,.5592592,.4801136,.0880682,.0099432,.312068,.1145667,.0754918,68.57795
