oldcode,_type_,_freq_,death_rate,tb_rate,other_infectious_rate,diabetes_rate,nutrition_rate,anemias_rate,meningitis_rate,circulatory_rate,respiratory_rate,injury_rate,neop_rate,age1_5_rate,age1_5_tb_rate,age1_5_other_inf_rate,age1_5_diabetes_rate,age1_5_nutrition_rate,age1_5_anemias_rate,age1_5_meningitis_rate,age1_5_circ_rate,age1_5_resp_rate,age1_5_injury_rate,age1_5_neop_rate,age5_9_rate,age5_9_tb_rate,age5_9_other_inf_rate,age5_9_diabetes_rate,age5_9_nutrition_rate,age5_9_anemias_rate,age5_9_meningitis_rate,age5_9_circ_rate,age5_9_resp_rate,age5_9_injury_rate,age5_9_neop_rate,age1_9_rate,age1_9_tb_rate,age1_9_other_inf_rate,age1_9_diabetes_rate,age1_9_nutrition_rate,age1_9_anemias_rate,age1_9_meningitis_rate,age1_9_circ_rate,age1_9_resp_rate,age1_9_injury_rate,age1_9_neop_rate,age10_14_rate,age10_14_tb_rate,age10_14_other_inf_rate,age10_14_diabetes_rate,age10_14_nutrition_rate,age10_14_anemias_rate,age10_14_meningitis_rate,age10_14_circ_rate,age10_14_resp_rate,age10_14_injury_rate,age10_14_neop_rate,age15_19_rate,age15_19_tb_rate,age15_19_other_inf_rate,age15_19_diabetes_rate,age15_19_nutrition_rate,age15_19_anemias_rate,age15_19_meningitis_rate,age15_19_circ_rate,age15_19_resp_rate,age15_19_injury_rate,age15_19_neop_rate,age20_24_rate,age20_24_tb_rate,age20_24_other_inf_rate,age20_24_diabetes_rate,age20_24_nutrition_rate,age20_24_anemias_rate,age20_24_meningitis_rate,age20_24_circ_rate,age20_24_resp_rate,age20_24_injury_rate,age20_24_neop_rate,age25plus_rate,age25plus_tb_rate,age25plus_other_inf_rate,age25plus_diabetes_rate,age25plus_nutrition_rate,age25plus_anemias_rate,age25plus_meningitis_rate,age25plus_circ_rate,age25plus_resp_rate,age25plus_injury_rate,age25plus_neop_rate,black_age1_5_rate,black_age1_5_tb_rate,black_age1_5_other_inf_rate,black_age1_5_diabetes_rate,black_age1_5_nutrition_rate,black_age1_5_anemias_rate,black_age1_5_meningitis_rate,black_age1_5_circ_rate,black_age1_5_resp_rate,black_age1_5_injury_rate,black_age1_5_neop_rate,black_age1_9_rate,black_age1_9_tb_rate,black_age1_9_other_inf_rate,black_age1_9_diabetes_rate,black_age1_9_nutrition_rate,black_age1_9_anemias_rate,black_age1_9_meningitis_rate,black_age1_9_circ_rate,black_age1_9_resp_rate,black_age1_9_injury_rate,black_age1_9_neop_rate,black_age5_9_rate,black_age5_9_tb_rate,black_age5_9_other_inf_rate,black_age5_9_diabetes_rate,black_age5_9_nutrition_rate,black_age5_9_anemias_rate,black_age5_9_meningitis_rate,black_age5_9_circ_rate,black_age5_9_resp_rate,black_age5_9_injury_rate,black_age5_9_neop_rate,povrate60,pop60,pct_urban_1960,pct_black_1960,_merge,state,age5_9_sum2,age25plus_sum2,age5_9_sum2_black
14068,0,11,1213.873,.5701612,1.995564,18.53024,0,.5701612,.8552418,723.2495,60.152,69.55966,224.9286,49.97501,0,0,0,0,0,0,4.997501,4.997501,24.98751,0,30.56585,0,0,0,0,0,0,0,3.820731,15.28293,7.641463,38.97538,0,0,0,0,0,0,2.165299,4.330598,19.48769,4.330598,43.06918,0,0,0,0,0,0,3.313014,0,19.87808,3.313014,126.4601,0,0,0,0,0,0,3.327898,0,103.1648,13.31159,117.781,0,0,0,0,0,0,0,0,94.22481,0,1917.826,.9350688,2.805207,30.38974,0,.9350688,1.402603,1184.265,95.84455,80.41592,365.6119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.64252,31731,37,.4,3,14,3.820731,132.3122,0
16086,0,11,1169.399,.9218757,4.14844,28.11721,.9218757,2.304689,.4609378,620.8832,61.76567,88.03912,236.4611,63.44674,0,0,0,0,0,0,0,0,55.5159,7.930843,37.41815,0,0,0,0,0,0,6.236358,0,12.47272,6.236358,48.87585,0,0,0,0,0,0,3.491132,0,31.42019,6.982265,64.64445,0,0,0,0,0,0,4.972651,0,49.72651,4.972651,117.6772,0,0,0,0,0,0,0,0,112.5608,5.116398,202.2879,0,0,0,0,0,0,0,6.975446,174.3862,20.92634,1843.065,1.523194,5.331181,46.45743,1.523194,3.807986,.7615972,1024.348,100.5308,95.19965,384.6066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.66884,21895,27,.2,3,16,0,159.9354,0
14036,0,11,991.9181,1.032173,3.096519,16.51476,5.160864,2.064346,0,537.762,39.22257,85.67034,187.8555,240.2608,0,0,0,0,0,0,17.16149,0,171.6149,0,38.72467,0,0,0,0,0,0,0,0,38.72467,0,125.2394,0,0,0,0,0,0,7.367025,0,95.77132,0,23.44391,0,0,0,0,0,0,0,0,0,11.72196,133.0524,0,0,0,0,0,0,0,0,99.78934,22.17541,71.9321,0,0,0,0,0,0,0,0,57.54568,0,1581.744,1.742009,5.226026,27.87214,8.710043,3.484017,0,904.1024,64.45432,99.29449,311.8195,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67154,8215,0,.1,3,14,0,111.4885,0
49017,0,11,1159.259,1.76878,4.598829,18.04156,2.358374,2.358374,1.061268,640.8881,53.29925,68.39284,230.649,45.97701,0,0,0,0,0,0,2.089864,2.089864,18.80878,8.359457,21.85895,0,0,0,0,1.561353,0,1.561353,0,4.68406,3.122707,32.17244,0,0,0,0,.893679,0,1.787358,.893679,10.72415,5.362074,41.63377,0,0,0,0,0,0,0,4.306942,21.53471,8.613883,87.51299,1.367391,0,0,0,0,0,4.102171,1.367391,72.47169,1.367391,145.4722,1.515335,1.515335,0,0,1.515335,0,3.03067,1.515335,110.6195,10.60735,1831.443,2.523184,7.18137,29.69594,3.881822,3.49364,1.164546,1052.168,85.78826,82.48872,375.7603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.69057,78415,45,1.7,3,49,1.561353,133.7288,0
24063,0,11,1029.961,0,3.29061,18.09836,3.29061,0,0,572.5662,39.48732,77.32934,176.0477,24.06739,0,0,0,0,0,0,0,0,24.06739,0,39.00156,0,0,0,0,0,0,0,0,39.00156,0,32.31714,0,0,0,0,0,0,0,0,32.31714,0,30.1978,0,0,0,0,0,0,15.0989,0,0,0,163.6126,0,0,0,0,0,0,16.36126,0,130.89,0,67.93478,0,0,0,0,0,0,0,0,67.93478,0,1798.28,0,6.014314,33.07873,6.014314,0,0,1040.476,72.17177,99.23618,321.7658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.69104,6072,0,0,3,24,0,117.2791,
17013,0,11,1324.865,0,6.829202,30.73141,6.829202,3.414601,0,706.8224,40.97521,95.60883,256.0951,231.6602,0,0,0,0,0,0,0,0,77.22008,0,0,0,0,0,0,0,0,0,0,0,0,94.93671,0,0,0,0,0,0,0,0,31.64557,0,43.7063,0,0,0,0,0,0,0,0,0,0,211.3271,0,0,0,0,0,0,0,0,211.3271,0,80.77544,0,0,0,0,0,0,0,0,80.77544,0,1884.422,0,10.05025,45.22613,10.05025,5.025126,0,1040.201,60.30151,105.5276,376.8844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.70048,3381,0,0,3,17,0,130.6533,
15081,0,11,899.3262,1.334312,2.668624,29.35486,0,4.002935,0,457.6689,44.03229,58.70972,186.8036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.26941,0,0,0,0,0,0,14.26941,0,0,0,184.7641,0,0,0,0,0,0,0,0,170.5515,14.21262,53.89867,0,0,0,0,0,0,0,0,53.89867,0,1496.978,2.342689,4.685377,51.53915,0,7.028065,0,801.1995,74.96603,67.93797,325.6337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.73222,6642,0,1,3,15,0,140.5613,0
35001,0,11,1078.786,0,0,14.98314,0,0,0,549.382,104.882,67.42415,187.2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.66151,0,0,0,0,0,0,0,0,28.66151,0,28.40909,0,0,0,0,0,0,28.40909,0,0,0,211.1189,0,0,0,0,0,0,0,0,175.9324,35.18649,1721.86,0,0,24.77496,0,0,0,904.2861,173.4247,86.71236,305.5579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.75706,4429,0,0,3,35,0,198.1997,
37020,0,11,994.5059,1.738647,2.434105,27.47062,2.434105,1.043188,1.043188,492.3847,61.89582,91.80054,158.2168,99.31067,0,5.841804,0,0,0,5.841804,0,17.52541,46.73443,11.68361,35.47897,0,0,0,0,0,0,5.068424,0,15.20527,15.20527,65.13244,0,2.713851,0,0,0,2.713851,2.713851,8.141555,29.85237,13.56926,30.18564,0,0,0,0,0,0,0,5.03094,15.09282,0,89.16766,0,0,3.074747,0,0,0,3.074747,3.074747,64.56969,3.074747,137.0887,0,0,0,0,0,0,7.477567,0,104.6859,9.97009,1739.659,3.266351,3.266351,50.95508,4.572892,1.959811,.6532702,919.8046,109.0961,118.8952,290.7053,117.7856,0,0,0,0,0,0,0,0,117.7856,0,165.4716,0,0,0,0,0,0,55.1572,0,110.3144,0,207.4689,0,0,0,0,0,0,103.7344,0,103.7344,0,26.77033,21125,67.1,4.5,3,37,0,173.7699,0
33048,0,11,996.0368,.3081797,4.314516,20.03168,1.540899,1.232719,.6163594,522.981,60.7114,68.72408,213.5685,71.49667,0,0,0,0,0,5.958055,0,0,47.66444,11.91611,37.2887,0,0,0,0,0,0,8.286377,4.143188,12.42957,0,51.31965,0,0,0,0,0,2.443793,4.887586,2.443793,26.88172,4.887586,28.28854,0,0,0,0,0,0,0,0,17.68034,7.072136,71.20447,0,0,0,0,0,0,0,0,68.97933,2.22514,127.95,0,0,0,0,0,0,3.554165,0,106.625,7.108331,1738.281,.561098,7.855371,36.47137,2.80549,2.244392,.561098,949.9388,108.2919,80.7981,384.9132,0,0,0,0,0,0,0,0,0,0,0,413.2231,0,0,0,0,0,0,0,0,413.2231,0,584.7953,0,0,0,0,0,0,0,0,584.7953,0,26.78002,22528,15.3,.4,3,33,4.143188,158.7907,0
23072,0,11,1320.312,.5855041,2.927521,27.51869,.5855041,2.927521,1.171008,689.1383,56.20839,86.6546,318.5142,73.8189,0,0,0,0,0,0,0,12.30315,36.90945,24.6063,38.6922,0,0,0,0,0,0,0,0,29.01915,9.673051,54.15358,0,0,0,0,0,0,0,5.415358,32.49215,16.24607,61.98187,0,0,0,0,0,0,0,7.747734,46.4864,7.747734,149.0414,0,0,6.774609,0,0,0,6.774609,0,108.3937,6.774609,176.5398,0,0,0,0,0,0,19.61554,0,127.501,9.807768,1925.509,.8906147,4.453074,40.96828,.8906147,4.453074,1.781229,1045.582,80.15533,94.40516,479.1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.78371,7120,0,0,3,23,0,133.5922,0
44242,0,11,1280.403,0,1.311888,15.74266,7.87133,3.935665,1.311888,663.8155,68.21819,122.0056,208.5902,66.09386,0,0,0,0,0,0,0,0,44.06257,0,18.88931,0,0,0,0,0,0,0,0,0,0,40.67934,0,0,0,0,0,0,0,0,20.33967,0,100.2004,0,0,0,0,0,0,0,0,100.2004,0,159.0331,0,0,0,0,0,0,0,0,159.0331,0,356.5436,0,0,20.97315,0,0,0,0,0,293.6242,41.94631,1916.8,0,2.078959,22.86855,12.47375,6.236876,0,1051.953,106.0269,124.7375,326.3965,975.6097,0,0,0,0,0,0,0,0,487.8049,0,435.7299,0,0,0,0,0,0,0,0,217.8649,0,0,0,0,0,0,0,0,0,0,0,0,26.80755,8423,39.2,3.7,3,44,0,149.685,0
11076,0,11,539.0439,.9647318,2.773604,10.97382,.7235489,1.688281,.4823659,247.4537,26.40953,59.33101,101.7792,79.59812,0,5.306541,0,0,3.537694,1.768847,5.306541,5.306541,37.14579,1.768847,33.26326,0,2.661061,0,0,0,0,0,0,18.62742,6.652652,53.15433,0,3.796738,0,0,1.518695,.7593476,2.278043,2.278043,26.57717,4.556086,24.67673,0,0,1.233837,0,1.233837,0,2.467674,0,14.80604,3.70151,76.76004,0,0,0,0,2.291344,0,2.291344,3.437017,54.99227,4.582689,125.9321,0,0,1.234629,1.234629,0,0,1.234629,1.234629,90.12791,16.05017,927.2054,1.842435,3.454566,20.49709,1.151522,2.072739,0,469.13,47.673,73.6974,187.9284,102.3149,0,19.18404,0,0,12.78936,6.39468,12.78936,12.78936,31.9734,0,60.59032,0,11.54101,0,0,5.770507,2.885253,5.770507,5.770507,23.08203,2.885253,26.28674,0,5.257347,0,0,0,0,0,0,15.77204,5.257347,26.81287,39257,63,22.4,3,11,2.661061,76.69135,5.257347
50003,0,11,1087.67,.4792554,3.354788,18.69096,2.156649,1.677394,.4792554,573.9084,64.22023,76.44124,212.3102,66.35182,0,0,3.903048,0,0,3.903048,3.903048,3.903048,39.03048,3.903048,52.76553,0,3.103855,0,0,0,3.103855,3.103855,0,37.24626,6.20771,58.78387,0,1.728937,1.728937,0,0,3.457875,3.457875,1.728937,38.03662,5.186811,43.89695,0,0,0,0,0,0,0,0,38.40983,2.74356,116.6022,0,0,2.480897,0,0,0,4.961794,0,99.23589,2.480897,153.4354,0,0,0,0,0,0,0,0,135.0232,9.206125,1766.768,.8211799,5.337669,31.20484,3.695309,2.87413,0,981.3099,108.3957,80.06504,360.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.81728,34461,21.3,0,3,50,6.20771,152.3289,0
24034,0,11,878.2189,1.552538,1.552538,11.38528,1.811294,1.811294,.776269,445.3196,51.23375,68.05291,163.0165,66.67778,0,0,0,0,0,8.334723,0,4.167361,25.00417,4.167361,27.64722,0,0,0,0,0,0,3.455903,0,13.82361,10.36771,45.34119,0,0,0,0,0,3.778433,1.889216,1.889216,18.89216,7.556865,50.02658,0,0,0,0,0,0,0,3.126661,37.51993,0,81.89398,0,0,0,0,0,0,0,0,69.4858,2.481636,131.3332,0,0,0,0,0,0,2.918515,0,113.8221,2.918515,1448.435,2.718364,2.265303,19.93467,3.171425,3.171425,0,778.3582,86.98765,77.47337,282.2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.88281,30264,34.7,.1,3,24,0,118.2488,0
50039,0,11,1259.367,.8252732,4.951639,18.15601,1.650546,.8252732,.8252732,698.1811,71.79877,80.0515,239.3292,61.51007,0,0,0,0,0,0,0,0,46.13255,0,59.3331,0,0,0,0,0,0,11.86662,0,35.59986,0,60.28131,0,0,0,0,0,0,6.697924,0,40.18754,0,9.600615,0,0,0,0,0,0,0,0,9.600615,0,134.0868,0,0,0,0,0,0,0,9.577626,105.3539,9.577626,163.6438,0,0,0,0,0,0,0,0,150.0068,0,1917.611,1.309843,6.549217,28.81656,2.619687,1.309843,1.309843,1106.818,111.3367,87.75951,377.2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.89276,8450,0,0,3,50,0,153.2517,0
15077,0,11,1406.788,2.202924,6.168189,25.11334,.8811699,2.64351,.4405849,866.1899,55.5137,77.98353,242.7623,54.09165,0,0,0,0,0,0,0,0,7.727378,15.45476,29.90252,0,0,0,0,0,0,0,0,17.94151,5.980504,40.4558,0,0,0,0,0,0,0,0,13.48527,10.11395,37.08216,0,0,0,0,0,0,0,0,15.89236,10.5949,135.9804,0,0,0,0,0,0,0,0,114.2235,10.87843,142.8838,0,0,0,0,0,0,0,0,118.0344,12.42467,2189.714,3.548969,9.937112,40.45824,1.419587,4.258762,0,1395.454,89.43401,91.56339,384.7082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.90174,22200,22.9,.2,3,15,0,149.0567,
37023,0,11,1245.36,0,0,20.88991,1.606916,1.606916,1.606916,703.8293,72.31123,114.091,202.4714,160.4707,0,0,0,0,0,26.74512,0,0,106.9805,26.74512,43.02,0,0,0,0,0,0,0,0,43.02,0,95.37434,0,0,0,0,0,11.92179,0,0,71.53076,11.92179,82.67879,0,0,0,0,0,0,0,0,62.00909,0,150.6997,0,0,0,0,0,0,0,0,129.1712,0,195.3125,0,0,0,0,0,0,24.41406,0,170.8984,0,1870.181,0,0,33.07804,2.544465,2.544465,0,1111.931,114.5009,124.6788,318.0581,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.92037,5676,0,0,3,37,0,152.6679,0
16069,0,11,1260.668,.6832888,.6832888,12.98249,2.049866,1.366578,0,770.7498,68.32888,60.12941,232.3182,106.4459,0,0,0,0,0,0,0,0,23.65464,23.65464,38.68846,0,0,0,0,0,0,0,0,29.01635,9.672115,69.17101,0,0,0,0,0,0,0,0,26.60423,15.96254,27.29009,0,0,0,0,0,0,0,9.096698,18.1934,0,97.3279,0,0,0,0,0,0,0,0,61.93594,17.69598,136.7455,0,0,9.767532,0,0,0,9.767532,0,117.2104,0,1922.083,1.076195,1.076195,19.3715,3.228584,2.152389,0,1212.871,106.5433,65.64787,360.5252,0,0,0,0,0,0,0,0,0,0,0,5882.353,0,0,0,0,0,0,0,0,0,5882.353,11111.11,0,0,0,0,0,0,0,0,0,11111.11,26.92684,14518,44.4,.1,3,16,0,133.4481,0
42007,0,11,1017.913,0,3.304911,11.56719,0,0,0,580.0119,24.78683,80.97032,168.5505,47.12535,0,0,0,0,0,0,0,0,23.56268,0,21.19991,0,0,0,0,0,0,0,0,0,0,33.4784,0,0,0,0,0,0,0,0,11.15947,0,33.55705,0,0,0,0,0,0,0,0,33.55705,0,89.42944,0,0,0,0,0,0,0,0,89.42944,0,286.9815,0,0,26.08923,0,0,0,0,0,208.7138,0,1645.187,0,5.702555,17.10766,0,0,0,1000.798,37.0666,94.09216,290.8303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.95442,6689,41.1,0,3,42,0,59.87682,
39017,0,11,1075.342,.6679142,2.894295,25.82602,1.224509,1.781104,.5565951,616.5961,45.6408,66.1235,196.2554,50.32619,0,0,0,0,0,7.455731,1.863933,3.727866,24.23113,1.863933,26.12222,0,0,0,0,0,0,1.374854,1.374854,8.249124,5.499416,36.39672,0,0,0,0,0,3.164932,1.582466,2.373699,15.03343,3.956166,33.09148,0,1.22561,0,0,0,0,1.22561,0,18.38416,2.451221,93.43526,0,0,0,0,0,0,1.213445,4.85378,78.87392,3.640335,161.2833,0,0,2.906005,0,0,0,7.265013,2.906005,119.1462,11.62402,1752.399,1.140266,4.180975,43.7102,2.090488,3.040709,0,1050.375,75.25756,78.10822,331.6274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.95484,82446,28.4,.3,3,39,1.374854,129.4202,0
34013,0,11,896.8195,.7623238,3.049295,12.41499,.3267102,.9801306,.6534204,474.4921,45.41272,72.09405,169.4537,76.93242,0,0,0,2.024537,2.024537,0,4.049075,4.049075,26.31899,2.024537,27.22804,0,1.433055,0,0,0,0,0,2.86611,10.03138,5.732219,47.82882,0,.8391021,0,.8391021,.8391021,0,1.678204,3.356409,16.78204,4.195511,36.12942,0,0,1.245842,0,0,0,2.491684,1.245842,18.68763,3.737526,92.93453,0,0,0,0,0,0,2.445646,0,73.36937,3.668468,148.3243,0,0,0,0,0,0,4.008766,2.672511,113.5817,6.681276,1419.03,1.272184,4.543513,20.53668,.363481,1.453924,.7269621,789.6626,73.78665,87.4172,279.8804,109.878,0,0,0,0,10.9878,0,10.9878,10.9878,43.95121,10.9878,54.26672,0,0,0,0,4.522227,0,4.522227,9.044454,18.08891,4.522227,15.37043,0,0,0,0,0,0,0,7.685214,0,0,27.01078,68042,67.7,15.9,3,34,4.299164,102.6834,7.685214
23069,0,11,849.28,.64,1.92,27.52,.64,.64,0,426.88,43.52,63.36,172.16,67.18495,0,0,0,0,0,0,0,0,19.1957,9.59785,28.1591,0,0,0,0,0,0,0,0,21.11932,7.039775,44.67186,0,0,0,0,0,0,0,0,20.30539,8.122157,43.42701,0,0,0,0,0,0,0,12.40772,12.40772,18.61158,185.0075,0,0,0,0,0,0,0,20.55639,102.782,13.70426,90.05764,0,0,0,0,0,0,9.005764,0,72.04611,9.005764,1422.622,1.147276,2.294552,49.33286,1.147276,1.147276,0,762.9384,72.27837,78.01476,299.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,27.03018,7921,34,.1,3,23,0,127.3476,
27029,0,11,1116.789,0,0,8.163665,0,9.796398,0,444.1034,68.57479,156.7424,210.6226,115.8078,0,0,0,0,0,0,0,0,115.8078,0,184.2045,0,0,0,0,0,0,0,0,161.1789,0,153.9053,0,0,0,0,0,0,0,0,141.0799,0,76.17596,0,0,0,0,0,0,0,0,76.17596,0,168.0045,0,0,0,0,0,0,0,18.66716,130.6702,0,133.4757,0,0,0,0,0,0,0,0,106.7806,26.69514,1693.141,0,0,13.08455,0,15.70146,0,711.7996,107.2933,183.1837,334.9645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.03177,5332,0,0,3,27,0,136.0793,
24020,0,11,859.1208,1.91768,.6392268,13.42376,0,1.91768,.6392268,427.0035,57.53041,76.70721,178.9835,44.38527,0,0,0,0,0,0,0,0,26.63116,8.877053,14.93429,0,0,0,0,0,0,0,0,14.93429,0,28.3895,0,0,0,0,0,0,0,0,20.27822,4.055644,46.34841,0,0,0,0,0,0,13.2424,0,19.8636,13.2424,127.4313,0,0,0,0,0,0,0,0,107.3105,6.706908,169.1411,0,0,0,0,0,0,0,0,140.9509,28.19019,1434.243,3.39332,1.131107,23.75324,0,3.39332,1.131107,753.317,99.53738,90.48853,308.7921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.03334,13000,0,.1,3,24,0,132.3395,0
46003,0,11,1020.962,1.438989,2.51823,23.02382,1.798736,.7194943,1.079242,508.6825,65.83373,72.66893,193.9037,69.46053,0,5.788377,0,0,0,0,5.788377,0,23.15351,17.36513,27.26281,0,0,0,0,0,0,0,0,18.17521,4.543802,45.82018,0,2.545566,0,0,0,0,2.545566,0,20.36452,10.18226,40.476,0,0,0,0,0,0,4.0476,0,24.2856,4.0476,98.20215,0,0,0,0,0,0,3.777006,0,83.09412,0,109.7324,0,0,0,0,0,0,8.440955,4.220478,84.40955,12.66143,1702.957,2.507114,3.760671,40.11382,3.133893,1.253557,1.880335,882.5041,113.4469,88.37576,332.8194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.04745,22519,29.9,.1,3,46,0,166.0963,0
28066,0,11,1237.565,.5949831,3.569899,21.41939,2.974916,1.189966,1.189966,613.4276,62.47322,66.63811,239.7782,76.37753,0,0,0,0,0,10.91107,0,0,32.73322,0,16.4582,0,0,0,0,0,0,0,0,0,0,42.21983,0,0,0,0,0,4.691092,0,0,14.07327,0,36.31346,0,0,0,0,0,0,0,0,29.05077,7.262691,84.11608,0,0,0,0,0,0,0,0,77.10641,0,46.68098,0,0,0,0,0,0,0,0,46.68098,0,1913.677,.9454924,5.672954,34.03772,4.727462,1.890985,.9454924,974.8026,99.2767,82.25784,380.0879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.04767,16453,43.9,.2,3,28,0,147.4968,0
37002,0,11,1571.438,1.25715,1.25715,38.97165,0,6.28575,3.77145,881.2622,62.8575,103.0863,277.8302,83.17161,0,0,0,0,0,0,0,0,27.72387,0,63.61323,0,0,0,0,21.20441,0,0,0,42.40882,0,72.08939,0,0,0,0,12.0149,0,0,0,36.0447,0,34.44712,0,0,0,0,0,0,17.22356,0,17.22356,0,70.78143,0,0,0,0,0,0,0,0,56.62514,0,143.6487,0,0,0,0,0,0,0,0,123.1274,0,2321.065,1.904073,1.904073,59.02626,0,7.616291,1.904073,1332.851,93.29957,129.4769,420.8001,,,,,,,,,,,,4545.455,0,0,0,0,0,0,0,0,4545.455,0,4545.455,0,0,0,0,0,0,0,0,4545.455,0,27.07434,8322,0,0,3,37,21.20441,165.6543,0
36033,0,11,943.29,.8447373,3.09737,13.5158,1.689475,1.971054,1.126316,531.6213,34.35265,59.97635,188.9396,59.988,0,0,0,0,0,0,0,4.614462,23.07231,9.228924,49.72827,0,0,0,0,0,3.552019,0,0,28.41615,3.552019,54.19075,0,0,0,0,0,2.007065,0,2.007065,26.09184,6.021194,50.09686,0,0,3.33979,0,0,0,3.33979,0,23.37853,10.01937,62.46259,0,0,0,2.602608,0,0,5.205215,0,44.24433,2.602608,95.96457,0,0,0,0,0,0,4.92126,0,68.89764,12.30315,1660.514,1.570969,5.760218,24.61184,2.618281,3.665593,.5236562,984.4736,62.83874,76.97746,344.0421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.07512,30022,42.7,.7,3,36,3.552019,101.5893,0
