oldcode,_type_,_freq_,ed_25plus_hsormore70,ed_25plus_collegeormore70,ed_18_24_hsormore70,ed_18_24_collegeormore70,total_pop25_plus70,total_pop18_24_70,total_pop70,povrate60
16014,0,1,.484856,.060823,.7075209,.0139276,12150,1436,22343,26.32076
16015,0,1,.5916771,.0836149,.7224138,.0318966,10357,1160,16870,27.55848
16016,0,1,.5710071,.0683517,.6935123,.0924683,10168,1341,17269,27.17367
16017,0,1,.6158378,.0968628,.7405881,.0372729,27668,5339,48559,16.28235
16018,0,1,.6217163,.0789121,.5880575,.0990174,9707,1323,16895,31.28169
16019,0,1,.505114,.0410351,.7319391,.0446768,8115,1052,14725,31.04806
16020,0,1,.5364572,.0428661,.7236181,.0201005,4759,597,7386,32.93215
16021,0,1,.652575,.0890661,.6689917,.0481928,10408,1577,18004,25.4446
16022,0,1,.4615254,.0396174,.6981982,.046332,11813,1554,20326,35.30238
16023,0,1,.5852065,.0794334,.7043721,.0333023,30919,5375,55771,16.61262
16024,0,1,.5161009,.0583899,.7351916,.0481998,10310,1722,18452,31.02596
16025,0,1,.6306526,.0688465,.6867584,.0602753,14772,2107,25634,19.33878
16026,0,1,.4833831,.0559204,.6746795,.0160256,5025,624,7996,30.08716
16027,0,1,.5062785,.0767971,.8508719,.0246542,5495,1663,9541,38.68123
16028,0,1,.5377221,.0545455,.6453901,.0234043,9570,1410,18446,36.91128
16029,0,1,.5883686,.0771148,.6958233,.0387054,26480,4573,45567,13.48825
16030,0,1,.6076016,.0704542,.7655914,.0053763,7551,930,12336,30.87306
16031,0,1,.5457935,.1011483,.7711544,.0500138,43718,10837,88869,16.79335
16032,0,1,.5680326,.0650118,.7723184,.032526,7614,1445,13692,24.65155
16033,0,1,.5548553,.0650539,.763327,.0396975,14757,2645,26449,28.36997
16034,0,1,.6043097,.0723781,.6740929,.042648,11509,1571,19586,22.51058
16035,0,1,.5411867,.0538833,.6724138,.0455665,8073,812,13112,24.21585
16036,0,1,.5855275,.0744551,.6677577,.0229133,5735,611,9079,30.54566
16037,0,1,.5938361,.0700328,.609323,.0332963,7625,901,12438,27.754
16038,0,1,.5680802,.0656035,.6726944,.0750452,8277,1106,13784,23.99944
16039,0,1,.516339,.0451647,.652071,.0461538,7528,845,11912,35.54448
16040,0,1,.6197289,.0730422,.7005758,.0639795,10624,1563,18129,21.73956
16041,0,1,.5625406,.0493571,.6464531,.0228833,7699,874,13041,31.34277
16042,0,1,.59293,.0767733,.7378329,.0523416,12843,2178,21866,22.05448
16043,0,1,.5183858,.0428827,.6391042,.0327304,9491,1161,15937,29.39954
16044,0,1,.5870094,.1057552,.7158393,.0449173,10269,2115,17721,22.29238
16045,0,1,.4806976,.0281711,.6888889,.082963,6709,675,11118,39.52844
16046,0,1,.6101861,.0730376,.5597633,.0721893,7147,845,12247,22.06594
16047,0,1,.5357013,.0578108,.6821963,.014975,5518,601,9061,28.79081
16048,0,1,.5481381,.0572207,.6537815,.0815126,8808,1190,15151,26.23517
16049,0,1,.4926655,.0482111,.7054213,.0359242,11180,1531,20344,29.38599
16050,0,1,.5694072,.0721875,.6805991,.0470219,20142,2871,34776,17.34293
16051,0,1,.5969959,.1042172,.7896315,.0599829,8655,2334,15429,22.4459
16052,0,1,.7653975,.3082015,.7865412,.1521087,31726,19348,70590,19.99626
16053,0,1,.5558862,.0639762,.5837275,.0241249,10754,2114,19397,29.25736
16054,0,1,.5711207,.0596264,.7510994,.0413369,8352,1137,13615,29.22655
16055,0,1,.5777016,.0618425,.6121833,.0651387,12548,1658,22601,30.56399
16056,0,1,.5539242,.0711627,.6877701,.029494,24451,3933,41618,20.11193
16057,0,1,.6769044,.118514,.7638342,.0505699,84817,19300,159796,12.05544
16058,0,1,.6092846,.0707087,.6312785,.0239726,6053,876,10370,24.17433
16059,0,1,.5229532,.0476416,.680303,.0454545,6339,660,10002,30.30833
16060,0,1,.4466795,.0611739,.7021276,.0393617,7258,940,13152,35.55813
16061,0,1,.5912783,.0477412,.6559524,.047619,7017,840,11218,28.43555
16062,0,1,.5199081,.0728943,.7706078,.0358035,13060,2402,21678,26.4345
16063,0,1,.4878065,.0706428,.7562097,.0306654,15090,3261,25453,23.13907
16064,0,1,.6161431,.0831588,.760152,.0223225,22920,4211,40009,16.48826
16065,0,1,.5880287,.0603146,.5650183,.0228938,6549,1092,11533,28.47826
16066,0,1,.5416948,.0579281,.5954802,.0124294,7423,885,12940,30.18295
16067,0,1,.5315217,.058288,.6165866,.0745192,7360,832,11744,33.7476
16068,0,1,.4999115,.0539727,.6624294,.039548,5651,708,9012,29.34956
16069,0,1,.5694514,.065212,.6422319,.0448578,8020,914,12485,26.92684
16070,0,1,.5244124,.0863634,.6345232,.0293021,20379,3754,36508,18.8867
16071,0,1,.5267425,.0702916,.6808,.0288,10115,1250,17144,25.48653
16072,0,1,.4442391,.0353255,.6347687,.046252,4869,627,8414,32.50097
16073,0,1,.5717839,.0761578,.6855868,.0306122,11660,1568,18156,29.05191
16074,0,1,.5785068,.0657486,.6919519,.0305273,7407,1081,13057,37.33397
16075,0,1,.5415681,.0821107,.754957,.0534979,12678,2673,23763,30.35662
16076,0,1,.5976445,.0664202,.5439025,.0634146,7302,820,12501,28.17487
16077,0,1,.6802408,.1276621,.7358159,.0650083,153969,34211,278472,12.33764
16078,0,1,.5412806,.0554841,.6408867,.0301169,45869,8301,85603,16.85828
16079,0,1,.6343719,.1184031,.8088235,.0359477,10270,2448,18521,26.39694
16080,0,1,.5513355,.0428816,.6599496,.0428212,4081,397,6302,44.08453
16081,0,1,.5516563,.068875,.684481,.036999,9147,973,15178,26.21568
16082,0,1,.5791893,.1071674,.7081358,.0623354,74183,15192,140253,12.63291
16083,0,1,.566643,.0607244,.640492,.0406812,8448,1057,15184,34.80336
16084,0,1,.4381148,.0706956,.7971615,.0348906,14131,3382,27574,31.16008
16085,0,1,.762051,.2803745,.8637205,.0876782,27342,18374,61633,16.58405
16086,0,1,.5385337,.044892,.6613463,.0569049,11717,1441,19856,26.66884
16087,0,1,.5271633,.0532649,.6504505,.0234234,5651,555,8547,41.04346
16088,0,1,.5884308,.0622769,.7240741,.0435185,8125,1080,13383,31.38127
16089,0,1,.5257291,.0542448,.6376812,.0217391,5383,552,8552,35.03335
16090,0,1,.5059103,.0581353,.6759056,.0340285,24787,3644,41368,19.45827
16091,0,1,.6853377,.0906096,.7826087,.0394022,13961,2944,27040,18.50745
16092,0,1,.5590211,.0717637,.6116188,.0574413,10869,1532,18707,25.6673
16093,0,1,.5363603,.0501085,.6302682,.1111111,5528,522,8242,38.67116
16094,0,1,.6024466,.0827147,.7265886,.0261288,26404,4784,47128,17.35229
16095,0,1,.5570795,.0765093,.8269737,.0355263,7437,1520,12761,24.5925
16096,0,1,.4789771,.0878231,.8591095,.0278266,10988,3414,21454,33.28993
16097,0,1,.5933319,.0985011,.7085375,.033789,55908,11631,101102,17.94718
16098,0,1,.5345495,.0499355,.6338881,.0166415,5427,661,8699,24.79522
16099,0,1,.5969785,.0665692,.6190476,.0714286,10260,1260,17024,19.27852
17001,0,1,.4870393,.0714208,.733124,.0384615,9143,1274,14805,31.12444
17002,0,1,.4683126,.0643468,.703125,.0555556,5144,576,8384,29.06123
17003,0,1,.5603154,.0863596,.8245872,.0209174,10271,2725,18816,23.91578
17004,0,1,.6006889,.0769231,.6452991,.0726496,4355,468,6881,20.75124
17005,0,1,.5939734,.0811226,.6758695,.0344209,16925,2789,30195,15.32741
17006,0,1,.502718,.0684717,.8053097,.0245065,9566,1469,14895,32.56394
17007,0,1,.5473289,.0622573,.6998723,.0472541,7469,783,11398,33.7564
17008,0,1,.6123091,.0789912,.7131863,.0405336,21610,3898,38060,16.41571
17009,0,1,.568378,.0617901,.7477876,.0176991,2201,226,3355,28.72016
17010,0,1,.4542902,.0561622,.5021276,.0553191,3205,235,4559,37.22452
17011,0,1,.4523534,.0491537,.672553,.0332997,12939,1982,20970,30.29949
17012,0,1,.4656546,.0713473,.6386555,.1134454,2635,238,4067,24.67134
17013,0,1,.5983087,.0903805,.7264151,.0377358,1892,106,2743,26.70048
17014,0,1,.5353213,.0747887,.6272,.0896,6271,625,9589,24.5423
17015,0,1,.5467162,.1048327,.8199357,.0434084,8070,1244,13254,26.3664
17016,0,1,.5008337,.0712797,.7710583,.0367171,4798,463,7260,37.39005
17017,0,1,.6054461,.0903824,.6261261,0,1726,222,2647,29.54128
17018,0,1,.5508083,.0903629,.7554424,.0310998,20971,3537,34251,21.5112
17019,0,1,.5187973,.0925407,.8174955,.0907599,21785,6093,36951,28.15963
17020,0,1,.5220372,.0685602,.6111111,.0359477,3063,306,4813,24.95274
17021,0,1,.6039307,.0818621,.6639816,.0506329,12008,1738,19571,21.83811
17022,0,1,.4884219,.0581825,.76,.0288889,5139,900,8909,28.75053
17023,0,1,.6816348,.2484821,.8373022,.1057832,24541,18519,56923,18.49181
17024,0,1,.6,.1189381,.8022388,.0708955,2825,268,4460,28.58272
17025,0,1,.4668937,.0631858,.6829268,0,2643,164,3770,37.1939
17026,0,1,.5957388,.1484966,.8664944,.0702842,10842,5805,24292,22.75249
17027,0,1,.5141844,.0792807,.7467533,0,3948,308,6042,21.51849
17028,0,1,.5968478,.1103261,.6606091,.046169,9200,2036,18517,21.71626
17029,0,1,.6080331,.1003727,.7763408,.041841,12075,2629,22100,17.90485
17030,0,1,.5533624,.0931004,.7076719,.0304233,11450,2268,19655,27.09466
17031,0,1,.6530966,.1130359,.6838357,.0662236,11545,8426,27401,26.57348
17032,0,1,.5844876,.067867,.6814815,.0333333,2166,270,3889,23.65984
17033,0,1,.5326292,.0939268,.6440129,.0744337,2651,309,4646,23.85274
17034,0,1,.5641881,.0833611,.5545112,.0432331,2999,532,5868,9.601068
17035,0,1,.5269024,.1083782,.690625,.0625,2602,320,4378,29.10921
17036,0,1,.6536412,.0852576,.5178571,.1964286,1126,112,2003,14.85196
17037,0,1,.5155374,.0759042,.6980198,.0577558,5889,606,8733,24.94552
17038,0,1,.641875,.109375,.5978836,.0793651,1600,189,2700,18.38054
17039,0,1,.5651924,.0675857,.5741811,.0346821,5223,519,7669,17.05644
17040,0,1,.6267143,.1162821,.7624672,.0387139,15385,3048,26601,16.35713
17041,0,1,.6634667,.1002667,.5640327,.0517711,1875,367,3641,12.83651
17042,0,1,.5865257,.0779392,.575,.14,1514,200,2600,21.22422
17043,0,1,.5881684,.0528198,.7237569,.0179558,6153,724,10162,30.77149
17044,0,1,.5740741,.0655497,.6628982,.0739979,6804,973,11693,25.75076
17045,0,1,.5797359,.0619604,.6843854,.0265781,3938,301,5931,33.24397
17046,0,1,.7955778,.2394987,.6850291,.1282251,115462,19224,213725,6.696932
17047,0,1,.5867159,.0934809,.7008929,.0223214,1626,224,2917,16.22751
17048,0,1,.5794677,.0712928,.6186916,.0336449,5260,535,8731,21.60725
17049,0,1,.6132364,.1006121,.6692015,.1064639,2614,263,3991,16.03711
17050,0,1,.5179746,.0635258,.6583229,.0371297,15049,2397,25300,31.75528
17051,0,1,.595208,.0825977,.7314286,0,1586,175,2683,22.12479
17052,0,1,.5404366,.1229952,.6269727,.0652001,29367,6273,52177,20.05403
17053,0,1,.5137764,.0554295,.5584416,.1125541,3085,231,4514,25.72736
17054,0,1,.4655001,.0487174,.6531008,.0542636,5029,516,7612,30.87167
17055,0,1,.5722274,.1067102,.6181102,.0866142,2146,254,3748,18.31832
17056,0,1,.6553344,.1392496,.882381,.0406776,15325,8383,31346,25.81915
17057,0,1,.5935175,.1156983,.8106509,.0342572,13976,3211,24299,18.38799
17058,0,1,.5127842,.0776482,.7308017,.0700422,8487,1185,13751,20.53346
17059,0,1,.5001797,.059782,.6454183,.0345286,8347,753,12883,31.6092
17060,0,1,.5658302,.0873152,.7172012,.0699708,2909,343,4791,23.69086
17061,0,1,.5309301,.0654475,.6283967,.0577446,11429,1472,18892,23.50474
17062,0,1,.5894933,.0753738,.6589862,.0245776,4816,651,7816,25.8754
17063,0,1,.5161856,.0719586,.6894737,.028655,24528,3420,38945,26.58186
17064,0,1,.5328678,.0691067,.5633803,.0821596,4153,426,6349,31.64772
17065,0,1,.6450441,.0918526,.684058,.057971,1927,345,3483,12.78578
17066,0,1,.4755245,.0469114,.6699165,.0752089,6864,718,11592,37.50697
17067,0,1,.5355712,.0738136,.6668754,.0482154,11231,1597,18258,28.55608
17068,0,1,.5239865,.0716216,.6382979,0,2960,188,4734,28.32003
17069,0,1,.5443179,.0783657,.6228448,.0431034,4479,464,7153,26.55951
17070,0,1,.5437679,.0515502,.7775354,.0218103,8031,917,13018,29.34033
17071,0,1,.5592937,.0632307,.6620499,.0609418,4191,361,6361,29.11084
17072,0,1,.5640051,.0684411,.6179775,.0365169,3945,356,5995,24.43787
17073,0,1,.610312,.0937792,.5828313,.0798193,5353,664,8219,19.02572
17074,0,1,.5174782,.0534748,.6653466,.0574257,4806,505,7706,24.79301
17075,0,1,.5719063,.0815763,.7388664,.1234818,6877,988,11432,27.87555
17076,0,1,.6248778,.1058037,.7946944,.0196078,6134,867,9684,18.07259
17077,0,1,.54905,.0802637,.526749,.0987654,2579,243,4378,21.49248
17078,0,1,.6034977,.0991625,.6965517,.041526,33793,6815,59312,17.55693
17079,0,1,.5539594,.0684144,.6033403,.1127349,5569,479,8332,32.48005
17080,0,1,.5875439,.0880843,.7405223,.0614996,7402,1187,12082,17.02342
17081,0,1,.7337695,.2571515,.7560554,.0790784,19716,23698,55862,22.92177
17082,0,1,.5525135,.0671005,.5589225,.0572391,4456,594,7240,20.41561
17083,0,1,.4906585,.0790199,.6123778,.0162866,3265,307,5033,22.75991
17084,0,1,.5533746,.0671488,.5876288,.0603829,5808,679,9360,18.27264
17085,0,1,.6580257,.1153767,.7203356,.0401518,24303,5006,45736,15.38182
17086,0,1,.5759869,.0875,.5643564,.0792079,3040,505,5350,19.45119
17087,0,1,.6340346,.1251696,.7292433,.0549699,182009,43733,344040,13.85998
17088,0,1,.6251865,.0955992,.6735513,.0367183,8044,1743,15253,12.50393
17089,0,1,.6480851,.1328958,.7631592,.0678138,82591,19701,152161,15.60994
17090,0,1,.5691718,.082336,.6576923,.0423077,2089,260,3807,32.68551
17091,0,1,.5933829,.0692879,.7033604,.0104287,4171,863,7656,19.22296
17092,0,1,.540328,.0682993,.7115903,.0619946,4451,371,6687,31.52202
17093,0,1,.6005057,.0902655,.6959707,.0622711,3955,273,5845,23.00398
17094,0,1,.6486942,.1364785,.4183007,.0784314,1187,153,2271,17.95238
17095,0,1,.6575693,.130064,.6016713,.0417827,2345,359,4006,14.28571
17096,0,1,.5604963,.0655526,.6741573,.0648621,13943,1958,22936,18.2844
17097,0,1,.6385045,.1306142,.8043011,.044086,4119,930,7195,17.96438
17098,0,1,.4969766,.085034,.6724138,.0905172,2646,232,4384,23.3672
17099,0,1,.5325504,.0599949,.7083333,.0729167,3917,480,6285,31.89349
17100,0,1,.4878254,.0747271,.7134503,.0994152,1191,171,2178,23.16583
17101,0,1,.4590839,.052153,.6232179,.1323829,5829,491,9091,37.38453
17102,0,1,.580209,.095882,.4197531,0,1627,243,3103,28.43243
17103,0,1,.5115827,.0620058,.5819209,.0700565,7209,885,11171,28.27554
17104,0,1,.4654348,.0541574,.4909747,.0866426,3139,277,4672,32.41187
17105,0,1,.4734317,.0655884,.6463315,.067427,99423,20867,181515,16.65832
18001,0,1,.21628,.0342116,.4749064,.0254682,7629,1335,12452,59.4622
18002,0,1,.2383533,.026455,.5495652,.0304348,7749,1150,12217,53.51461
18003,0,1,.3819887,.0529081,.6157576,0,5330,825,9169,33.73228
18004,0,1,.3925954,.0271886,.4991708,.0431177,5186,603,8015,38.96831
18005,0,1,.2963541,.0494723,.4778828,.021172,16676,2645,28040,47.23883
18006,0,1,.2157052,.0331854,.4506881,.0068807,5183,872,8992,57.90098
18007,0,1,.2520963,.0548035,.407,.023,16696,3000,30091,64.76141
18008,0,1,.4704886,.066582,.6226071,.0628988,16536,3291,31842,14.63337
18009,0,1,.4178036,.065738,.4880327,.0379451,10481,1713,17827,38.92332
18010,0,1,.4834581,.0776811,.6514454,.0346161,29531,5431,50739,27.80985
18011,0,1,.442801,.0978524,.596824,.0546978,11967,2267,20696,37.28769
18012,0,1,.3005875,.0312573,.5147059,.0245098,4255,612,7100,37.7459
18013,0,1,.2123198,.0595602,.5580111,.0227901,6867,1448,13927,74.5382
18014,0,1,.2644778,.0201115,.5731433,.0247562,8254,1333,14241,49.98285
18015,0,1,.3487637,.0312931,.5239663,.0343944,12335,2733,25553,29.1564
18016,0,1,.2027221,.0309814,.4458918,.0140281,5584,998,9323,57.94942
18017,0,1,.3724757,.0435054,.5926871,.0612245,8022,1176,12565,42.31292
18018,0,1,.4376673,.1141006,.8034725,.0577758,14198,6681,26623,35.19131
18019,0,1,.4014009,.0569863,.5821508,.0307095,47257,9020,86668,15.48392
18020,0,1,.3430421,.0208885,.5747126,.0143678,3399,348,5270,38.15696
18021,0,1,.3218992,.0560552,.4198062,.0204521,4781,929,8398,39.51364
18022,0,1,.2391428,.0439029,.4481589,.0310078,10546,2064,19278,54.01148
18023,0,1,.194216,.0485197,.5033168,.0215589,7296,1206,12571,64.56979
18024,0,1,.412083,.0623358,.6110376,.0579183,25507,12086,54613,38.88912
18025,0,1,.4007195,.0682792,.5589724,.0315298,13064,2569,23262,34.59031
18026,0,1,.1723902,.0504278,.2130312,.0345609,8765,1765,17794,75.94464
18027,0,1,.1751794,.0310257,.4157014,.019305,4738,777,7725,67.35445
18028,0,1,.3354863,.0360942,.4909345,.0446304,5264,717,8317,49.51568
18029,0,1,.1841208,.0426206,.3693548,.0209677,4106,620,6686,62.92835
18030,0,1,.488968,.0867543,.6674526,.0364258,41289,8483,77760,28.24276
18031,0,1,.1971063,.0220172,.4006376,.0201913,4769,941,8580,61.04983
18032,0,1,.1883683,.0342488,.3378378,.0371622,3095,592,5859,60.45296
18033,0,1,.2314762,.0290063,.4222776,.0124688,6964,1203,12314,56.41235
18034,0,1,.6007263,.1722766,.6961448,.101308,89217,29129,168834,23.97029
18035,0,1,.279204,.0334194,.4666667,.024,6583,1125,11155,50.33119
18036,0,1,.24503,.042146,.470978,.0275643,18863,3773,34569,60.36939
18037,0,1,.5095364,.1189332,.6392128,.0400875,19347,4116,33393,21.64688
18038,0,1,.3777815,.0491182,.4015402,.0275028,6067,909,9916,45.9027
18039,0,1,.3214286,.0222125,.4771429,0,2296,350,4107,36.27576
18040,0,1,.3186695,.0466738,.4971297,.0470723,5592,871,9264,42.18639
18041,0,1,.3347811,.0373523,.488746,.017149,5756,933,9768,31.04173
18042,0,1,.3629989,.0361154,.5906411,.0482682,18967,2714,30240,34.09996
18043,0,1,.2166304,.0403261,.4513329,.0223187,9200,1613,15891,54.06124
18044,0,1,.2112447,.0313617,.6020202,.0212121,6154,990,10000,42.72222
18045,0,1,.3894731,.0433833,.605579,.0210834,17403,3083,32243,37.07141
18046,0,1,.3891113,.0394983,.5586592,.0726257,3747,716,6968,47.78354
18047,0,1,.5170364,.0745144,.6516783,.0742611,28263,26932,76088,32.9371
18048,0,1,.2390394,.0434892,.4414243,.0285404,19821,3679,36067,54.66656
18049,0,1,.3715509,.0624405,.4798928,.0384272,8408,1119,13987,33.5351
18050,0,1,.2299813,.0323548,.4414414,.046683,8005,1221,13552,52.71876
18051,0,1,.4420198,.0553667,.607922,.0249713,19705,3484,34518,33.55639
18052,0,1,.3602896,.0460567,.5188043,.0183221,6492,1037,10643,39.37838
18053,0,1,.3461641,.0264635,.5,.0263158,3741,456,5977,44.43353
18054,0,1,.3546847,.0496847,.5237137,.0247197,22200,3479,37116,37.2474
18055,0,1,.1358141,.0345674,.3261851,.0406321,5294,886,9637,72.31853
18056,0,1,.4725408,.0969428,.6077715,.0657465,370404,76871,680605,19.39021
18057,0,1,.4154061,.1183384,.6213689,.1292154,8594,2995,16884,37.88535
18058,0,1,.2518392,.0447445,.4728899,.0324203,9923,1789,16900,60.01725
18059,0,1,.4242082,.0708415,.6108032,.0442622,68985,13533,126261,15.95138
18060,0,1,.1884139,.0486005,.3888889,.0258398,7181,1548,14456,76.2463
18061,0,1,.219275,.0431637,.4483438,.0295741,12441,2536,22736,72.51512
18062,0,1,.2934459,.0463423,.5349576,.0211864,6042,944,10233,40.13038
18063,0,1,.2678155,.0528628,.5012704,.0264973,14566,2755,26553,59.34849
18064,0,1,.2319079,.0376645,.4112735,.0229645,6080,958,10141,66.37753
18065,0,1,.1656373,.0283549,.3887974,.0313015,3562,607,6465,69.74606
18066,0,1,.1603614,.0453604,.2571927,.0357454,5313,1147,11386,81.09801
18067,0,1,.1930229,.0311009,.3891253,.0174941,12154,2115,22517,62.05283
18068,0,1,.2203283,.0350379,.4229848,.0319234,6336,1253,12089,51.95862
18069,0,1,.2605204,.0402613,.4679076,.012837,9339,1558,15951,51.01981
18070,0,1,.2976999,.0297919,.5698479,0,4565,723,7322,45.35096
18071,0,1,.317237,.0466293,.5025827,.0428719,12653,1936,20745,45.63643
18072,0,1,.3370968,.0327957,.3838772,.0115163,3720,521,5402,37.01493
18073,0,1,.478215,.0743649,.6488388,.0292048,34129,5684,56055,27.44904
18074,0,1,.1483694,.040846,.2919311,.0362647,6194,1103,12054,78.9374
18075,0,1,.3206135,.0282454,.6472772,.0049505,5346,808,8785,42.69223
18076,0,1,.4062116,.1202415,.7869613,.0404619,19544,10998,41476,45.36092
18077,0,1,.1749558,.0251622,.3013145,.0222447,5087,989,10011,76.66171
18078,0,1,.311236,.0494382,.5323149,.0434783,8010,1702,16465,46.29854
18079,0,1,.395462,.0410066,.5727429,.0408281,12120,1739,19739,29.60801
18080,0,1,.138756,.037594,.3307943,.0359086,4389,919,8900,70.12448
18081,0,1,.3740826,.047552,.5754584,.0380818,9947,1418,16447,36.65729
18082,0,1,.5162127,.1403136,.5886051,.1308448,8481,2545,18264,29.52361
18083,0,1,.1575904,.0289157,.4104477,.0373134,2075,402,3972,62.82195
18084,0,1,.3987822,.062707,.5365854,.0230352,9361,1476,15568,36.91151
18085,0,1,.1725352,.0325186,.3257443,0,4828,571,7884,58.16728
18086,0,1,.2042496,.0401018,.4448463,.0126582,6683,1106,11272,63.26203
18087,0,1,.340978,.0649193,.5005821,.0419092,8241,1718,14976,44.02848
18088,0,1,.2049872,.0478548,.3770685,.035461,5454,846,9854,64.29308
18089,0,1,.3082431,.0324991,.5509259,.0159933,16062,2376,26893,44.42717
18090,0,1,.3783686,.0709329,.5925476,.0287566,11095,2469,22714,38.92592
18091,0,1,.2868217,.0304731,.4958814,.0214168,3741,607,6272,46.45002
18092,0,1,.2831656,.0348582,.4868822,.0158633,10930,1639,18392,50.33738
18093,0,1,.4238028,.0709976,.3430696,.039299,7789,1883,14320,27.52268
18094,0,1,.3117929,.0348129,.5064102,0,4596,624,7221,39.46271
18095,0,1,.1264925,.0440299,.1369193,.0146699,2680,409,4805,74.85141
18096,0,1,.3413,.0311425,.5862069,.0643678,5523,870,9677,32.24437
18097,0,1,.2416351,.0508461,.4232164,.0205562,12941,2481,25073,61.45668
18098,0,1,.2343112,.0407121,.4364728,.0256005,31121,6328,58989,59.7947
18099,0,1,.2191992,.0341376,.3926768,.010101,3896,792,7460,58.79593
18100,0,1,.2881525,.051602,.472119,.0207559,20038,3228,34171,58.54304
18101,0,1,.2698529,.0338235,.5,0,1360,164,2129,54.48392
18102,0,1,.1973806,.0355932,.4452799,.0133668,6490,1197,12032,67.84291
18103,0,1,.3502171,.1240232,.7801093,.0365015,6910,5671,16430,51.68185
18104,0,1,.2200584,.0467381,.5351351,.0162162,6162,925,10040,64.56302
18105,0,1,.4259799,.0856279,.6966808,.0201271,9261,2832,17511,33.79505
18106,0,1,.4009373,.0614777,.5028571,.0657143,10882,1750,18630,32.51111
18107,0,1,.3602493,.0539222,.5902022,.0419907,7381,1286,12585,46.60023
18108,0,1,.2511119,.039001,.443203,.0204842,2923,537,5372,37.65311
18109,0,1,.3079904,.0549796,.6004843,.0401937,9549,2065,16569,36.67704
18110,0,1,.3064827,.0553594,.4804688,.0273438,6232,1024,10417,54.3392
18111,0,1,.2863162,.0383226,.4942857,0,4984,700,8366,55.84641
18112,0,1,.3336788,.0290155,.6010545,.0439367,2895,569,5275,34.27419
18113,0,1,.4340016,.0566259,.3466543,.0223048,7682,2152,15436,39.01361
18114,0,1,.4560861,.1058054,.7928536,.0527746,28146,12146,55228,39.86117
18115,0,1,.3418341,.0499563,.490583,.0188341,5725,1115,10408,43.72921
18116,0,1,.1822717,.0260936,.3807304,.024087,7818,1287,14020,71.99601
18117,0,1,.3022019,.0315438,.5912487,.0160085,8084,937,12788,42.65248
18118,0,1,.2691508,.0551514,.6368441,.0132125,13472,2649,23515,64.16251
18119,0,1,.1659987,.0327321,.2902494,.0430839,2994,441,5487,76.78214
18120,0,1,.4596722,.0962705,.6181337,.0258107,7749,1511,14045,30.31084
19001,0,1,.2892031,.0481942,.4518533,.0336422,26165,4964,50092,52.21772
19002,0,1,.2906015,.0354323,.4947796,.0307425,10640,1724,20271,48.13786
19003,0,1,.3783784,.0433014,.582004,.0358923,17205,4012,35851,43.40337
19004,0,1,.2261958,.0364327,.3872573,.0233947,8948,2009,18754,62.47251
19005,0,1,.2640464,.0406773,.4829123,.0190193,19667,3365,36531,59.67896
19006,0,1,.4425141,.073071,.4954455,.0586139,11742,2525,22344,48.84912
19007,0,1,.2765716,.0500171,.6032211,.0036603,8797,1366,15343,58.70724
19008,0,1,.5547812,.076796,.6730851,.0358205,30275,7063,61145,33.22423
19009,0,1,.4977077,.1133572,.6213779,.0488112,122586,23847,223526,35.45862
19010,0,1,.4830062,.0905121,.6155362,.0399483,71438,16246,139928,27.48454
19011,0,1,.3266105,.0440572,.4828025,.0101911,5107,785,8986,60.77542
19012,0,1,.3236656,.0377772,.5479632,.0183968,4103,761,7891,33.88334
19013,0,1,.304276,.0562985,.3455724,.0194384,6057,926,11372,65.6883
19014,0,1,.2598887,.0700453,.5278381,.0173536,9708,1383,16587,52.83779
19015,0,1,.3485837,.0533917,.3721357,.0187901,10732,2182,21420,51.29934
19016,0,1,.3188276,.0644637,.5071015,.0157812,12317,1901,21986,60.47523
19017,0,1,.5912695,.1657909,.706145,.0802138,136075,43222,276032,26.35896
19018,0,1,.2597889,.0553286,.3619948,.0103181,5874,1163,12392,70.68468
19019,0,1,.2816185,.0444286,.4911972,.0264085,9836,1704,17192,61.29419
19020,0,1,.2401458,.033115,.4036697,.0217465,16186,2943,30784,62.51966
19021,0,1,.3050638,.0679292,.4390126,.017909,12145,2066,23403,63.58334
19022,0,1,.3418983,.046408,.5113947,.0164084,7628,1097,13228,57.87027
19023,0,1,.3381321,.0576586,.5005215,.0182545,27368,5752,54946,37.27486
19024,0,1,.2714751,.0393541,.5230317,.017968,14738,3061,29607,54.03659
19025,0,1,.328212,.0578936,.6035242,.0239144,8982,1589,15587,45.46548
19026,0,1,.525658,.1102769,.5873011,.0671654,167297,35956,330810,19.55345
19027,0,1,.3538346,.0590519,.5058867,.031273,14682,2718,28912,44.09199
19028,0,1,.4833456,.1353057,.7020895,.0535979,50227,16176,105258,36.03899
19029,0,1,.3133468,.0569488,.5278121,.0357344,31221,8899,67132,35.69025
19030,0,1,.3619542,.045394,.4522293,.0291174,7512,1099,12824,45.485
19031,0,1,.5054531,.1869813,.8240126,.0547657,14579,9495,32792,46.10331
19032,0,1,.3938347,.0484502,.5564619,.0254907,17647,3923,34706,41.83963
19033,0,1,.2622478,.0721833,.4006359,.0413355,7287,1258,14357,65.42001
19034,0,1,.3142439,.0565358,.4719017,.0282843,16379,2687,31546,52.73486
19035,0,1,.3557425,.1043653,.7586374,.056022,16883,6194,33925,61.39647
19036,0,1,.4225112,.1081218,.5873346,.0732923,318872,71249,574380,31.24861
